,County,2018 Personal Income Per Capita,State
903,Story,41885.0,Iowa
904,Tama,46483.0,Iowa
905,Taylor,41585.0,Iowa
906,Union,40494.0,Iowa
907,Van Buren,41378.0,Iowa
908,Wapello,39002.0,Iowa
909,Warren,50698.0,Iowa
910,Washington,57438.0,Iowa
911,Wayne,43981.0,Iowa
912,Webster,45496.0,Iowa
913,Winnebago,44528.0,Iowa
914,Winneshiek,50175.0,Iowa
915,Woodbury,43988.0,Iowa
916,Worth,42321.0,Iowa
917,Wright,56451.0,Iowa
920,Allen,40218.0,Kansas
921,Anderson,38539.0,Kansas
922,Atchison,37436.0,Kansas
923,Barber,42497.0,Kansas
924,Barton,48036.0,Kansas
925,Bourbon,42697.0,Kansas
926,Brown,43023.0,Kansas
927,Butler,46157.0,Kansas
928,Chase,46385.0,Kansas
929,Chautauqua,40661.0,Kansas
930,Cherokee,39645.0,Kansas
931,Cheyenne,47268.0,Kansas
932,Clark,62654.0,Kansas
933,Clay,42069.0,Kansas
934,Cloud,38144.0,Kansas
935,Coffey,54074.0,Kansas
936,Comanche,45954.0,Kansas
937,Cowley,38707.0,Kansas
938,Crawford,37921.0,Kansas
939,Decatur,46614.0,Kansas
940,Dickinson,40582.0,Kansas
941,Doniphan,37405.0,Kansas
942,Douglas,43642.0,Kansas
943,Edwards,52165.0,Kansas
944,Elk,40899.0,Kansas
945,Ellis,46465.0,Kansas
946,Ellsworth,43316.0,Kansas
947,Finney,43172.0,Kansas
948,Ford,38962.0,Kansas
949,Franklin,42383.0,Kansas
950,Geary,48907.0,Kansas
951,Gove,58539.0,Kansas
952,Graham,49624.0,Kansas
953,Grant,46591.0,Kansas
954,Gray,66429.0,Kansas
955,Greeley,59191.0,Kansas
956,Greenwood,42708.0,Kansas
957,Hamilton,63834.0,Kansas
958,Harper,47024.0,Kansas
959,Harvey,42057.0,Kansas
960,Haskell,52783.0,Kansas
961,Hodgeman,49176.0,Kansas
962,Jackson,41686.0,Kansas
963,Jefferson,44480.0,Kansas
964,Jewell,48428.0,Kansas
965,Johnson,74010.0,Kansas
966,Kearny,56466.0,Kansas
967,Kingman,42572.0,Kansas
968,Kiowa,44262.0,Kansas
969,Labette,42127.0,Kansas
970,Lane,93628.0,Kansas
971,Leavenworth,42851.0,Kansas
972,Lincoln,41574.0,Kansas
973,Linn,37267.0,Kansas
974,Logan,47852.0,Kansas
975,Lyon,38297.0,Kansas
976,McPherson,51016.0,Kansas
977,Marion,41410.0,Kansas
978,Marshall,45766.0,Kansas
979,Meade,64262.0,Kansas
980,Miami,48748.0,Kansas
981,Mitchell,54694.0,Kansas
982,Montgomery,37576.0,Kansas
983,Morris,42424.0,Kansas
984,Morton,43644.0,Kansas
985,Nemaha,54111.0,Kansas
986,Neosho,39485.0,Kansas
987,Ness,57310.0,Kansas
988,Norton,42080.0,Kansas
989,Osage,40102.0,Kansas
990,Osborne,46018.0,Kansas
991,Ottawa,41201.0,Kansas
992,Pawnee,39223.0,Kansas
993,Phillips,51320.0,Kansas
994,Pottawatomie,52564.0,Kansas
995,Pratt,47327.0,Kansas
996,Rawlins,55821.0,Kansas
997,Reno,41111.0,Kansas
998,Republic,44273.0,Kansas
999,Rice,42788.0,Kansas
1000,Riley,42566.0,Kansas
1001,Rooks,42363.0,Kansas
1002,Rush,44302.0,Kansas
1003,Russell,44443.0,Kansas
1004,Saline,49983.0,Kansas
1005,Scott,69254.0,Kansas
1006,Sedgwick,53776.0,Kansas
1007,Seward,38621.0,Kansas
1008,Shawnee,46861.0,Kansas
1009,Sheridan,50706.0,Kansas
1010,Sherman,45156.0,Kansas
1011,Smith,45484.0,Kansas
1012,Stafford,44534.0,Kansas
1013,Stanton,63897.0,Kansas
1014,Stevens,38970.0,Kansas
1015,Sumner,40027.0,Kansas
1016,Thomas,45671.0,Kansas
1017,Trego,50889.0,Kansas
1018,Wabaunsee,50534.0,Kansas
1019,Wallace,56954.0,Kansas
1020,Washington,45181.0,Kansas
1021,Wichita,70142.0,Kansas
1022,Wilson,43433.0,Kansas
1023,Woodson,35561.0,Kansas
1024,Wyandotte,33315.0,Kansas
1027,Adair,31288.0,Kentucky
1028,Allen,32643.0,Kentucky
1029,Anderson,39321.0,Kentucky
1030,Ballard,37939.0,Kentucky
1031,Barren,36633.0,Kentucky
1032,Bath,30496.0,Kentucky
1033,Bell,29612.0,Kentucky
1034,Boone,48004.0,Kentucky
1035,Bourbon,44388.0,Kentucky
1036,Boyd,39746.0,Kentucky
1037,Boyle,37780.0,Kentucky
1038,Bracken,36758.0,Kentucky
1039,Breathitt,33753.0,Kentucky
1040,Breckinridge,34461.0,Kentucky
1041,Bullitt,40935.0,Kentucky
1042,Butler,34420.0,Kentucky
1043,Caldwell,35066.0,Kentucky
1044,Calloway,35722.0,Kentucky
1045,Campbell,49015.0,Kentucky
1046,Carlisle,43860.0,Kentucky
1047,Carroll,36349.0,Kentucky
1048,Carter,30847.0,Kentucky
1049,Casey,31205.0,Kentucky
1050,Christian,37742.0,Kentucky
1051,Clark,39848.0,Kentucky
1052,Clay,30566.0,Kentucky
1053,Clinton,31308.0,Kentucky
1054,Crittenden,35325.0,Kentucky
1055,Cumberland,35549.0,Kentucky
1056,Daviess,41754.0,Kentucky
1057,Edmonson,32253.0,Kentucky
1058,Elliott,22481.0,Kentucky
1059,Estill,31555.0,Kentucky
1060,Fayette,50180.0,Kentucky
1061,Fleming,33537.0,Kentucky
1062,Floyd,36976.0,Kentucky
1063,Franklin,41760.0,Kentucky
1064,Fulton,33715.0,Kentucky
1065,Gallatin,32065.0,Kentucky
1066,Garrard,34363.0,Kentucky
1067,Grant,36093.0,Kentucky
1068,Graves,38130.0,Kentucky
1069,Grayson,33580.0,Kentucky
1070,Green,34570.0,Kentucky
1071,Greenup,40933.0,Kentucky
1072,Hancock,36929.0,Kentucky
1073,Hardin,43424.0,Kentucky
1074,Harlan,30877.0,Kentucky
1075,Harrison,34889.0,Kentucky
1076,Hart,32133.0,Kentucky
1077,Henderson,39891.0,Kentucky
1078,Henry,37981.0,Kentucky
1079,Hickman,44912.0,Kentucky
1080,Hopkins,39236.0,Kentucky
1081,Jackson,28352.0,Kentucky
1082,Jefferson,51937.0,Kentucky
1083,Jessamine,43470.0,Kentucky
1084,Johnson,32986.0,Kentucky
1085,Kenton,57982.0,Kentucky
1086,Knott,30118.0,Kentucky
1087,Knox,29431.0,Kentucky
1088,Larue,36525.0,Kentucky
1089,Laurel,33921.0,Kentucky
1090,Lawrence,31654.0,Kentucky
1091,Lee,30157.0,Kentucky
1092,Leslie,32724.0,Kentucky
1093,Letcher,30852.0,Kentucky
1094,Lewis,31156.0,Kentucky
1095,Lincoln,31399.0,Kentucky
1096,Livingston,37792.0,Kentucky
1097,Logan,36005.0,Kentucky
1098,Lyon,36652.0,Kentucky
1099,McCracken,48383.0,Kentucky
1100,McCreary,25835.0,Kentucky
1101,McLean,41603.0,Kentucky
1102,Madison,35397.0,Kentucky
1103,Magoffin,30537.0,Kentucky
1104,Marion,36083.0,Kentucky
1105,Marshall,41625.0,Kentucky
1106,Martin,29840.0,Kentucky
1107,Mason,40541.0,Kentucky
1108,Meade,40026.0,Kentucky
1109,Menifee,30305.0,Kentucky
1110,Mercer,37146.0,Kentucky
1111,Metcalfe,31512.0,Kentucky
1112,Monroe,36385.0,Kentucky
1113,Montgomery,34751.0,Kentucky
1114,Morgan,26831.0,Kentucky
1115,Muhlenberg,33892.0,Kentucky
1116,Nelson,42442.0,Kentucky
1117,Nicholas,33999.0,Kentucky
1118,Ohio,33262.0,Kentucky
1119,Oldham,63039.0,Kentucky
1120,Owen,33940.0,Kentucky
1121,Owsley,31486.0,Kentucky
1122,Pendleton,43757.0,Kentucky
1123,Perry,38523.0,Kentucky
1124,Pike,36319.0,Kentucky
1125,Powell,31498.0,Kentucky
1126,Pulaski,37024.0,Kentucky
1127,Robertson,32815.0,Kentucky
1128,Rockcastle,31176.0,Kentucky
1129,Rowan,30777.0,Kentucky
1130,Russell,34343.0,Kentucky
1131,Scott,43409.0,Kentucky
1132,Shelby,45392.0,Kentucky
1133,Simpson,38189.0,Kentucky
1134,Spencer,43960.0,Kentucky
1135,Taylor,35020.0,Kentucky
1136,Todd,38508.0,Kentucky
1137,Trigg,36495.0,Kentucky
1138,Trimble,36565.0,Kentucky
1139,Union,33736.0,Kentucky
1140,Warren,38045.0,Kentucky
1141,Washington,37824.0,Kentucky
1142,Wayne,28484.0,Kentucky
1143,Webster,39188.0,Kentucky
1144,Whitley,33447.0,Kentucky
1145,Wolfe,31083.0,Kentucky
1146,Woodford,51753.0,Kentucky
1149,Acadia,37304.0,Louisiana
1150,Allen,33381.0,Louisiana
1151,Ascension,49829.0,Louisiana
1152,Assumption,46788.0,Louisiana
1153,Avoyelles,37911.0,Louisiana
1154,Beauregard,42782.0,Louisiana
1155,Bienville,38493.0,Louisiana
1156,Bossier,44149.0,Louisiana
1157,Caddo,48413.0,Louisiana
1158,Calcasieu,48968.0,Louisiana
1159,Caldwell,33950.0,Louisiana
1160,Cameron,50280.0,Louisiana
1161,Catahoula,33655.0,Louisiana
1162,Claiborne,35240.0,Louisiana
1163,Concordia,32942.0,Louisiana
1164,De Soto,40584.0,Louisiana
1165,East Baton Rouge,51386.0,Louisiana
1166,East Carroll,36010.0,Louisiana
1167,East Feliciana,42771.0,Louisiana
1168,Evangeline,33671.0,Louisiana
1169,Franklin,31928.0,Louisiana
1170,Grant,31828.0,Louisiana
1171,Iberia,39270.0,Louisiana
1172,Iberville,41423.0,Louisiana
1173,Jackson,34116.0,Louisiana
1174,Jefferson,51005.0,Louisiana
1175,Jefferson Davis,42334.0,Louisiana
1176,Lafayette,50273.0,Louisiana
1177,Lafourche,47096.0,Louisiana
1178,LaSalle,32413.0,Louisiana
1179,Lincoln,40410.0,Louisiana
1180,Livingston,40658.0,Louisiana
1181,Madison,32437.0,Louisiana
1182,Morehouse,38495.0,Louisiana
1183,Natchitoches,39860.0,Louisiana
1184,Orleans,52004.0,Louisiana
1185,Ouachita,41053.0,Louisiana
1186,Plaquemines,49376.0,Louisiana
1187,Pointe Coupee,44366.0,Louisiana
1188,Rapides,46090.0,Louisiana
1189,Red River,42201.0,Louisiana
1190,Richland,37330.0,Louisiana
1191,Sabine,34558.0,Louisiana
1192,St. Bernard,32130.0,Louisiana
1193,St. Charles,49353.0,Louisiana
1194,St. Helena,41592.0,Louisiana
1195,St. James,48484.0,Louisiana
1196,St. John the Baptist,40573.0,Louisiana
1197,St. Landry,41191.0,Louisiana
1198,St. Martin,37645.0,Louisiana
1199,St. Mary,39280.0,Louisiana
1200,St. Tammany,62366.0,Louisiana
1201,Tangipahoa,38974.0,Louisiana
1202,Tensas,36630.0,Louisiana
1203,Terrebonne,41504.0,Louisiana
1204,Union,38794.0,Louisiana
1205,Vermilion,39042.0,Louisiana
1206,Vernon,40729.0,Louisiana
1207,Washington,33480.0,Louisiana
1208,Webster,40175.0,Louisiana
1209,West Baton Rouge,46976.0,Louisiana
1210,West Carroll,36633.0,Louisiana
1211,West Feliciana,38655.0,Louisiana
1212,Winn,36698.0,Louisiana
1215,Androscoggin,41528.0,Maine
1216,Aroostook,41241.0,Maine
1217,Cumberland,62523.0,Maine
1218,Franklin,38544.0,Maine
1219,Hancock,51259.0,Maine
1220,Kennebec,44940.0,Maine
1221,Knox,52358.0,Maine
1222,Lincoln,50922.0,Maine
1223,Oxford,37999.0,Maine
1224,Penobscot,42053.0,Maine
1225,Piscataquis,38427.0,Maine
1226,Sagadahoc,51325.0,Maine
1227,Somerset,38142.0,Maine
1228,Waldo,40912.0,Maine
1229,Washington,40378.0,Maine
1230,York,52068.0,Maine
1233,Allegany,40517.0,Maryland
1234,Anne Arundel,67363.0,Maryland
1235,Baltimore,61556.0,Maryland
1236,Calvert,62591.0,Maryland
1237,Caroline,45906.0,Maryland
1238,Carroll,63039.0,Maryland
1239,Cecil,47695.0,Maryland
1240,Charles,57051.0,Maryland
1241,Dorchester,46562.0,Maryland
1242,Frederick,61869.0,Maryland
1243,Garrett,45595.0,Maryland
1244,Harford,58841.0,Maryland
1245,Howard,78416.0,Maryland
1246,Kent,61497.0,Maryland
1247,Montgomery,89690.0,Maryland
1248,Prince George's,49420.0,Maryland
1249,Queen Anne's,64810.0,Maryland
1250,St. Mary's,56820.0,Maryland
1251,Somerset,31562.0,Maryland
1252,Talbot,73232.0,Maryland
1253,Washington,47092.0,Maryland
1254,Wicomico,42054.0,Maryland
1255,Worcester,60007.0,Maryland
1256,Baltimore City,51357.0,Maryland
1259,Barnstable,74756.0,Massachusetts
1260,Berkshire,56503.0,Massachusetts
1261,Bristol,54089.0,Massachusetts
1262,Dukes,93726.0,Massachusetts
1263,Essex,67507.0,Massachusetts
1264,Franklin,54689.0,Massachusetts
1265,Hampden,51187.0,Massachusetts
1266,Hampshire,52984.0,Massachusetts
1267,Middlesex,83795.0,Massachusetts
1268,Nantucket,124168.0,Massachusetts
1269,Norfolk,92285.0,Massachusetts
1270,Plymouth,67505.0,Massachusetts
1271,Suffolk,81152.0,Massachusetts
1272,Worcester,57003.0,Massachusetts
1275,Alcona,38375.0,Michigan
1276,Alger,33767.0,Michigan
1277,Allegan,45182.0,Michigan
1278,Alpena,40985.0,Michigan
1279,Antrim,47070.0,Michigan
1280,Arenac,37369.0,Michigan
1281,Baraga,33519.0,Michigan
1282,Barry,44919.0,Michigan
1283,Bay,41722.0,Michigan
1284,Benzie,43557.0,Michigan
1285,Berrien,47430.0,Michigan
1286,Branch,37622.0,Michigan
1287,Calhoun,40276.0,Michigan
1288,Cass,44994.0,Michigan
1289,Charlevoix,52885.0,Michigan
1290,Cheboygan,40080.0,Michigan
1291,Chippewa,34269.0,Michigan
1292,Clare,34120.0,Michigan
1293,Clinton,46518.0,Michigan
1294,Crawford,34648.0,Michigan
1295,Delta,40551.0,Michigan
1296,Dickinson,49397.0,Michigan
1297,Eaton,42693.0,Michigan
1298,Emmet,57115.0,Michigan
1299,Genesee,41068.0,Michigan
1300,Gladwin,36874.0,Michigan
1301,Gogebic,39945.0,Michigan
1302,Grand Traverse,50639.0,Michigan
1303,Gratiot,37834.0,Michigan
1304,Hillsdale,36598.0,Michigan
1305,Houghton,37674.0,Michigan
1306,Huron,45425.0,Michigan
1307,Ingham,40761.0,Michigan
1308,Ionia,35273.0,Michigan
1309,Iosco,37970.0,Michigan
1310,Iron,44959.0,Michigan
1311,Isabella,35501.0,Michigan
1312,Jackson,39832.0,Michigan
1313,Kalamazoo,48723.0,Michigan
1314,Kalkaska,34623.0,Michigan
1315,Kent,53935.0,Michigan
1316,Keweenaw,47618.0,Michigan
1317,Lake,31813.0,Michigan
1318,Lapeer,43679.0,Michigan
1319,Leelanau,67320.0,Michigan
1320,Lenawee,39600.0,Michigan
1321,Livingston,58326.0,Michigan
1322,Luce,31827.0,Michigan
1323,Mackinac,44457.0,Michigan
1324,Macomb,46530.0,Michigan
1325,Manistee,38814.0,Michigan
1326,Marquette,40036.0,Michigan
1327,Mason,41667.0,Michigan
1328,Mecosta,34252.0,Michigan
1329,Menominee,43594.0,Michigan
1330,Midland,60467.0,Michigan
1331,Missaukee,34972.0,Michigan
1332,Monroe,47496.0,Michigan
1333,Montcalm,34972.0,Michigan
1334,Montmorency,37363.0,Michigan
1335,Muskegon,39072.0,Michigan
1336,Newaygo,38037.0,Michigan
1337,Oakland,72741.0,Michigan
1338,Oceana,37950.0,Michigan
1339,Ogemaw,35396.0,Michigan
1340,Ontonagon,40129.0,Michigan
1341,Osceola,36023.0,Michigan
1342,Oscoda,33896.0,Michigan
1343,Otsego,40589.0,Michigan
1344,Ottawa,49418.0,Michigan
1345,Presque Isle,39004.0,Michigan
1346,Roscommon,37141.0,Michigan
1347,Saginaw,38754.0,Michigan
1348,St. Clair,44316.0,Michigan
1349,St. Joseph,38866.0,Michigan
1350,Sanilac,38004.0,Michigan
1351,Schoolcraft,39948.0,Michigan
1352,Shiawassee,39435.0,Michigan
1353,Tuscola,37979.0,Michigan
1354,Van Buren,41123.0,Michigan
1355,Washtenaw,59363.0,Michigan
1356,Wayne,42942.0,Michigan
1357,Wexford,36454.0,Michigan
1360,Aitkin,39780.0,Minnesota
1361,Anoka,51258.0,Minnesota
1362,Becker,47272.0,Minnesota
1363,Beltrami,41565.0,Minnesota
1364,Benton,43830.0,Minnesota
1365,Big Stone,57221.0,Minnesota
1366,Blue Earth,44383.0,Minnesota
1367,Brown,52995.0,Minnesota
1368,Carlton,43098.0,Minnesota
1369,Carver,71350.0,Minnesota
1370,Cass,47443.0,Minnesota
1371,Chippewa,49836.0,Minnesota
1372,Chisago,48750.0,Minnesota
1373,Clay,43180.0,Minnesota
1374,Clearwater,44001.0,Minnesota
1375,Cook,55319.0,Minnesota
1376,Cottonwood,47982.0,Minnesota
1377,Crow Wing,45610.0,Minnesota
1378,Dakota,60651.0,Minnesota
1379,Dodge,47984.0,Minnesota
1380,Douglas,53665.0,Minnesota
1381,Faribault,43343.0,Minnesota
1382,Fillmore,45378.0,Minnesota
1383,Freeborn,45808.0,Minnesota
1384,Goodhue,53549.0,Minnesota
1385,Grant,52556.0,Minnesota
1386,Hennepin,74698.0,Minnesota
1387,Houston,52354.0,Minnesota
1388,Hubbard,43235.0,Minnesota
1389,Isanti,44049.0,Minnesota
1390,Itasca,43685.0,Minnesota
1391,Jackson,53276.0,Minnesota
1392,Kanabec,42509.0,Minnesota
1393,Kandiyohi,54667.0,Minnesota
1394,Kittson,55597.0,Minnesota
1395,Koochiching,41890.0,Minnesota
1396,Lac qui Parle,55688.0,Minnesota
1397,Lake,48132.0,Minnesota
1398,Lake of the Woods,57357.0,Minnesota
1399,Le Sueur,48799.0,Minnesota
1400,Lincoln,48520.0,Minnesota
1401,Lyon,49455.0,Minnesota
1402,McLeod,49136.0,Minnesota
1403,Mahnomen,36950.0,Minnesota
1404,Marshall,51509.0,Minnesota
1405,Martin,50083.0,Minnesota
1406,Meeker,43944.0,Minnesota
1407,Mille Lacs,41582.0,Minnesota
1408,Morrison,42568.0,Minnesota
1409,Mower,48423.0,Minnesota
1410,Murray,54825.0,Minnesota
1411,Nicollet,49605.0,Minnesota
1412,Nobles,45100.0,Minnesota
1413,Norman,44254.0,Minnesota
1414,Olmsted,58554.0,Minnesota
1415,Otter Tail,48275.0,Minnesota
1416,Pennington,55399.0,Minnesota
1417,Pine,37067.0,Minnesota
1418,Pipestone,58004.0,Minnesota
1419,Polk,48820.0,Minnesota
1420,Pope,52091.0,Minnesota
1421,Ramsey,54934.0,Minnesota
1422,Red Lake,51750.0,Minnesota
1423,Redwood,49732.0,Minnesota
1424,Renville,51432.0,Minnesota
1425,Rice,44096.0,Minnesota
1426,Rock,51956.0,Minnesota
1427,Roseau,51307.0,Minnesota
1428,St. Louis,47417.0,Minnesota
1429,Scott,59687.0,Minnesota
1430,Sherburne,47031.0,Minnesota
1431,Sibley,46632.0,Minnesota
1432,Stearns,47196.0,Minnesota
1433,Steele,47604.0,Minnesota
1434,Stevens,49913.0,Minnesota
1435,Swift,51320.0,Minnesota
1436,Todd,42005.0,Minnesota
1437,Traverse,61255.0,Minnesota
1438,Wabasha,48724.0,Minnesota
1439,Wadena,39746.0,Minnesota
1440,Waseca,44556.0,Minnesota
1441,Washington,67928.0,Minnesota
1442,Watonwan,42979.0,Minnesota
1443,Wilkin,59516.0,Minnesota
1444,Winona,50036.0,Minnesota
1445,Wright,50181.0,Minnesota
1446,Yellow Medicine,57186.0,Minnesota
1449,Adams,33880.0,Mississippi
1450,Alcorn,36003.0,Mississippi
1451,Amite,33460.0,Mississippi
1452,Attala,33809.0,Mississippi
1453,Benton,30285.0,Mississippi
1454,Bolivar,38213.0,Mississippi
1455,Calhoun,33043.0,Mississippi
1456,Carroll,37615.0,Mississippi
1457,Chickasaw,34805.0,Mississippi
1458,Choctaw,33646.0,Mississippi
1459,Claiborne,31494.0,Mississippi
1460,Clarke,36431.0,Mississippi
1461,Clay,39191.0,Mississippi
1462,Coahoma,33915.0,Mississippi
1463,Copiah,33203.0,Mississippi
1464,Covington,35748.0,Mississippi
1465,DeSoto,40702.0,Mississippi
1466,Forrest,38880.0,Mississippi
1467,Franklin,33970.0,Mississippi
1468,George,32529.0,Mississippi
1469,Greene,28716.0,Mississippi
1470,Grenada,35632.0,Mississippi
1471,Hancock,35262.0,Mississippi
1472,Harrison,37303.0,Mississippi
1473,Hinds,39311.0,Mississippi
1474,Holmes,28371.0,Mississippi
1475,Humphreys,31864.0,Mississippi
1476,Issaquena,18541.0,Mississippi
1477,Itawamba,34734.0,Mississippi
1478,Jackson,37499.0,Mississippi
1479,Jasper,37281.0,Mississippi
1480,Jefferson,33098.0,Mississippi
1481,Jefferson Davis,30097.0,Mississippi
1482,Jones,38122.0,Mississippi
1483,Kemper,29287.0,Mississippi
1484,Lafayette,42110.0,Mississippi
1485,Lamar,40529.0,Mississippi
1486,Lauderdale,37959.0,Mississippi
1487,Lawrence,34616.0,Mississippi
1488,Leake,31436.0,Mississippi
1489,Lee,41934.0,Mississippi
1490,Leflore,36399.0,Mississippi
1491,Lincoln,38682.0,Mississippi
1492,Lowndes,38498.0,Mississippi
1493,Madison,64033.0,Mississippi
1494,Marion,34526.0,Mississippi
1495,Marshall,32341.0,Mississippi
1496,Monroe,34664.0,Mississippi
1497,Montgomery,34180.0,Mississippi
1498,Neshoba,36604.0,Mississippi
1499,Newton,34645.0,Mississippi
1500,Noxubee,32805.0,Mississippi
1501,Oktibbeha,34367.0,Mississippi
1502,Panola,32496.0,Mississippi
1503,Pearl River,36230.0,Mississippi
1504,Perry,31934.0,Mississippi
1505,Pike,31048.0,Mississippi
1506,Pontotoc,32996.0,Mississippi
1507,Prentiss,30743.0,Mississippi
1508,Quitman,27088.0,Mississippi
1509,Rankin,44661.0,Mississippi
1510,Scott,32095.0,Mississippi
1511,Sharkey,32070.0,Mississippi
1512,Simpson,37036.0,Mississippi
1513,Smith,35791.0,Mississippi
1514,Stone,31516.0,Mississippi
1515,Sunflower,30859.0,Mississippi
1516,Tallahatchie,27757.0,Mississippi
1517,Tate,35182.0,Mississippi
1518,Tippah,33919.0,Mississippi
1519,Tishomingo,33559.0,Mississippi
1520,Tunica,32425.0,Mississippi
1521,Union,32242.0,Mississippi
1522,Walthall,31757.0,Mississippi
1523,Warren,39580.0,Mississippi
1524,Washington,37568.0,Mississippi
1525,Wayne,34775.0,Mississippi
1526,Webster,38464.0,Mississippi
1527,Wilkinson,29413.0,Mississippi
1528,Winston,35742.0,Mississippi
1529,Yalobusha,36729.0,Mississippi
1530,Yazoo,27275.0,Mississippi
1533,Adair,33578.0,Missouri
1534,Andrew,45118.0,Missouri
1535,Atchison,42633.0,Missouri
1536,Audrain,40111.0,Missouri
1537,Barry,34540.0,Missouri
1538,Barton,35884.0,Missouri
1539,Bates,38864.0,Missouri
1540,Benton,35973.0,Missouri
1541,Bollinger,32454.0,Missouri
1542,Boone,47687.0,Missouri
1543,Buchanan,39810.0,Missouri
1544,Butler,35302.0,Missouri
1545,Caldwell,37301.0,Missouri
1546,Callaway,38686.0,Missouri
1547,Camden,38794.0,Missouri
1548,Cape Girardeau,46314.0,Missouri
1549,Carroll,45110.0,Missouri
1550,Carter,32045.0,Missouri
1551,Cass,47151.0,Missouri
1552,Cedar,31664.0,Missouri
1553,Chariton,42227.0,Missouri
1554,Christian,40301.0,Missouri
1555,Clark,34516.0,Missouri
1556,Clay,48381.0,Missouri
1557,Clinton,42988.0,Missouri
1558,Cole,47790.0,Missouri
1559,Cooper,38916.0,Missouri
1560,Crawford,36090.0,Missouri
1561,Dade,34181.0,Missouri
1562,Dallas,33184.0,Missouri
1563,Daviess,34491.0,Missouri
1564,DeKalb,28294.0,Missouri
1565,Dent,33231.0,Missouri
1566,Douglas,28305.0,Missouri
1567,Dunklin,34129.0,Missouri
1568,Franklin,45719.0,Missouri
1569,Gasconade,40316.0,Missouri
1570,Gentry,41470.0,Missouri
1571,Greene,44837.0,Missouri
1572,Grundy,34723.0,Missouri
1573,Harrison,38274.0,Missouri
1574,Henry,43018.0,Missouri
1575,Hickory,27787.0,Missouri
1576,Holt,45259.0,Missouri
1577,Howard,38796.0,Missouri
1578,Howell,34055.0,Missouri
1579,Iron,34164.0,Missouri
1580,Jackson,47054.0,Missouri
1581,Jasper,39973.0,Missouri
1582,Jefferson,42780.0,Missouri
1583,Johnson,36777.0,Missouri
1584,Knox,32711.0,Missouri
1585,Laclede,36558.0,Missouri
1586,Lafayette,42119.0,Missouri
1587,Lawrence,34301.0,Missouri
1588,Lewis,35249.0,Missouri
1589,Lincoln,40788.0,Missouri
1590,Linn,40356.0,Missouri
1591,Livingston,39805.0,Missouri
1592,McDonald,28018.0,Missouri
1593,Macon,42414.0,Missouri
1594,Madison,36865.0,Missouri
1595,Maries,33348.0,Missouri
1596,Marion,41068.0,Missouri
1597,Mercer,32388.0,Missouri
1598,Miller,35547.0,Missouri
1599,Mississippi,32216.0,Missouri
1600,Moniteau,37533.0,Missouri
1601,Monroe,42672.0,Missouri
1602,Montgomery,40396.0,Missouri
1603,Morgan,42873.0,Missouri
1604,New Madrid,33869.0,Missouri
1605,Newton,39334.0,Missouri
1606,Nodaway,31013.0,Missouri
1607,Oregon,28722.0,Missouri
1608,Osage,45582.0,Missouri
1609,Ozark,30043.0,Missouri
1610,Pemiscot,32811.0,Missouri
1611,Perry,41321.0,Missouri
1612,Pettis,37763.0,Missouri
1613,Phelps,39132.0,Missouri
1614,Pike,34828.0,Missouri
1615,Platte,58878.0,Missouri
1616,Polk,33703.0,Missouri
1617,Pulaski,40512.0,Missouri
1618,Putnam,33945.0,Missouri
1619,Ralls,40698.0,Missouri
1620,Randolph,39903.0,Missouri
1621,Ray,42305.0,Missouri
1622,Reynolds,35034.0,Missouri
1623,Ripley,30437.0,Missouri
1624,St. Charles,53745.0,Missouri
1625,St. Clair,29830.0,Missouri
1626,Ste. Genevieve,41822.0,Missouri
1627,St. Francois,34485.0,Missouri
1628,St. Louis,71360.0,Missouri
1629,Saline,38580.0,Missouri
1630,Schuyler,29013.0,Missouri
1631,Scotland,33262.0,Missouri
1632,Scott,40221.0,Missouri
1633,Shannon,30503.0,Missouri
1634,Shelby,40356.0,Missouri
1635,Stoddard,37020.0,Missouri
1636,Stone,38900.0,Missouri
1637,Sullivan,37649.0,Missouri
1638,Taney,35956.0,Missouri
1639,Texas,28169.0,Missouri
1640,Vernon,35930.0,Missouri
1641,Warren,41674.0,Missouri
1642,Washington,29606.0,Missouri
1643,Wayne,29581.0,Missouri
1644,Webster,32589.0,Missouri
1645,Worth,35573.0,Missouri
1646,Wright,32178.0,Missouri
1647,St. Louis City,47643.0,Missouri
1650,Beaverhead,44664.0,Montana
1651,Big Horn,30533.0,Montana
1652,Blaine,31263.0,Montana
1653,Broadwater,39306.0,Montana
1654,Carbon,47442.0,Montana
1655,Carter,44358.0,Montana
1656,Cascade,47518.0,Montana
1657,Chouteau,37340.0,Montana
1658,Custer,44689.0,Montana
1659,Daniels,48086.0,Montana
1660,Dawson,45295.0,Montana
1661,Deer Lodge,39063.0,Montana
1662,Fallon,49509.0,Montana
1663,Fergus,43808.0,Montana
1664,Flathead,47331.0,Montana
1665,Gallatin,54734.0,Montana
1666,Garfield,36291.0,Montana
1667,Glacier,34458.0,Montana
1668,Golden Valley,49137.0,Montana
1669,Granite,43791.0,Montana
1670,Hill,45017.0,Montana
1671,Jefferson,47960.0,Montana
1672,Judith Basin,50492.0,Montana
1673,Lake,39365.0,Montana
1674,Lewis and Clark,48562.0,Montana
1675,Liberty,40956.0,Montana
1676,Lincoln,35432.0,Montana
1677,McCone,42209.0,Montana
1678,Madison,49115.0,Montana
1679,Meagher,46128.0,Montana
