,Unnamed: 0,Unnamed: 0.1,Unnamed: 0_x,provinceName,provinceEnglishName,province_zipCode,cityName,cityEnglishName,city_zipCode,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount,updateTime,Latitude,Longitude,GbProv_x,Prov_CH_x,ProvEN,Total,三级甲等医院,专科医院,传染病医院,医疗保健服务场所,卫生院,口腔医院,妇科医院,急救中心,整形美容,疾病预防,眼科医院,精神病医院,综合医院,耳鼻喉医院,肿瘤医院,胸科医院,脑科医院,诊所,骨科医院,Unnamed: 0_y,Population,Land_Area_mi2,Temperature_03_12
409,409,409,498,广西壮族自治区,Guangxi,45,钦州,Qinzhou,450700.0,252,0,168,2,8,0,7,0,57:54.0,21.98659354,108.6605802,45,广西省,Guangxi,23695,319,12.0,30,8700,1819,2302,100,161,146,359,166,12.0,1792,32.0,15.0,11.0,18,7577,124,231.0,"644,000",2027.0,299.55
410,410,410,499,广西壮族自治区,Guangxi,45,贵港,Guigang,450800.0,252,0,168,2,8,0,6,0,57:54.0,23.11744838,109.6055203,45,广西省,Guangxi,23695,319,12.0,30,8700,1819,2302,100,161,146,359,166,12.0,1792,32.0,15.0,11.0,18,7577,124,232.0,"891,000",4091.0,295.5
411,411,411,500,广西壮族自治区,Guangxi,45,桂林,Guilin,450300.0,252,0,168,2,32,0,24,0,57:54.0,25.24288572,110.2035454,45,广西省,Guangxi,23695,319,12.0,30,8700,1819,2302,100,161,146,359,166,12.0,1792,32.0,15.0,11.0,18,7577,124,227.0,"1,134,000",10737.0,287.23
412,412,412,501,广西壮族自治区,Guangxi,45,来宾,Laibin,451300.0,252,0,168,2,11,0,3,0,57:54.0,23.75654676,109.2274582,45,广西省,Guangxi,23695,319,12.0,30,8700,1819,2302,100,161,146,359,166,12.0,1792,32.0,15.0,11.0,18,7577,124,,"404,000",5174.0,291.16
413,413,413,502,福建省,Fujian,35,莆田,Putian,350300.0,296,0,235,1,56,0,36,0,57:54.0,25.45986546,119.014521,35,福建省,Fujian,19830,342,28.0,28,6268,1862,2794,144,82,184,167,174,13.0,1581,37.0,14.0,8.0,2,5955,147,122.0,"1,907,000",1590.0,290.95
414,414,414,503,河南省,Henan,41,漯河,Luohe,411100.0,1272,0,1112,20,35,0,28,0,16:05.3,33.58771071,114.02342079999998,41,河南省,Henan,44672,603,61.0,109,13349,4525,4265,355,507,588,729,626,42.0,4804,231.0,88.0,55.0,62,13066,607,169.0,"1,040,000",1010.0,274.45
415,415,415,504,河南省,Henan,41,开封,Kaifeng,410200.0,1272,0,1112,20,26,0,18,0,16:05.3,34.80288581,114.3145926,41,河南省,Henan,44672,603,61.0,109,13349,4525,4265,355,507,588,729,626,42.0,4804,231.0,88.0,55.0,62,13066,607,160.0,"1,274,000",2412.0,275.05
416,416,416,505,河南省,Henan,41,安阳,Anyang,410500.0,1272,0,1112,20,53,0,44,0,16:05.3,36.10594098,114.3995004,41,河南省,Henan,44672,603,61.0,109,13349,4525,4265,355,507,588,729,626,42.0,4804,231.0,88.0,55.0,62,13066,607,163.0,"1,460,000",2840.0,272.02
417,417,417,506,河南省,Henan,41,郑州,Zhengzhou,410100.0,1272,0,1112,20,157,0,130,0,16:05.3,34.75343885,113.6314192,41,河南省,Henan,44672,603,61.0,109,13349,4525,4265,355,507,588,729,626,42.0,4804,231.0,88.0,55.0,62,13066,607,159.0,"5,323,000",2898.0,275.05
418,418,418,507,河南省,Henan,41,周口,Zhoukou,411600.0,1272,0,1112,20,76,0,56,1,16:05.3,33.63182888,114.7034825,41,河南省,Henan,44672,603,61.0,109,13349,4525,4265,355,507,588,729,626,42.0,4804,231.0,88.0,55.0,62,13066,607,174.0,"650,000",4617.0,273.24
419,419,419,508,河南省,Henan,41,信阳,Xinyang,411500.0,1272,0,1112,20,274,0,232,2,16:05.3,32.15301455,114.0974828,41,河南省,Henan,44672,603,61.0,109,13349,4525,4265,355,507,588,729,626,42.0,4804,231.0,88.0,55.0,62,13066,607,173.0,"797,000",7063.0,275.89
420,420,420,509,河南省,Henan,41,商丘,Shangqiu,411400.0,1272,0,1112,20,91,0,82,3,16:05.3,34.42020167,115.6624493,41,河南省,Henan,44672,603,61.0,109,13349,4525,4265,355,507,588,729,626,42.0,4804,231.0,88.0,55.0,62,13066,607,172.0,"827,000",4133.0,274.2
421,421,421,510,河南省,Henan,41,南阳,Nanyang,411300.0,1272,0,1112,20,156,0,139,3,16:05.3,32.9965622,112.5345013,41,河南省,Henan,44672,603,61.0,109,13349,4525,4265,355,507,588,729,626,42.0,4804,231.0,88.0,55.0,62,13066,607,171.0,"1,143,000",10235.0,273.66
422,422,422,511,河南省,Henan,41,濮阳,Puyang,410900.0,1272,0,1112,20,17,0,11,0,16:05.3,35.76759303,115.0355975,41,河南省,Henan,44672,603,61.0,109,13349,4525,4265,355,507,588,729,626,42.0,4804,231.0,88.0,55.0,62,13066,607,167.0,"632,000",1617.0,272.3
423,423,423,512,河南省,Henan,41,新乡,Xinxiang,410700.0,1272,0,1112,20,57,0,51,3,16:05.3,35.30963993,113.93360049999998,41,河南省,Henan,44672,603,61.0,109,13349,4525,4265,355,507,588,729,626,42.0,4804,231.0,88.0,55.0,62,13066,607,165.0,"1,081,000",3185.0,272.39
424,424,424,513,河南省,Henan,41,洛阳,Luoyang,410300.0,1272,0,1112,20,31,0,26,1,16:05.3,34.62426278,112.4594213,41,河南省,Henan,44672,603,61.0,109,13349,4525,4265,355,507,588,729,626,42.0,4804,231.0,88.0,55.0,62,13066,607,161.0,"2,387,000",5880.0,277.44
425,425,425,514,河南省,Henan,41,许昌,Xuchang,411000.0,1272,0,1112,20,39,0,36,0,16:05.3,34.04143161,113.85847549999998,41,河南省,Henan,44672,603,61.0,109,13349,4525,4265,355,507,588,729,626,42.0,4804,231.0,88.0,55.0,62,13066,607,168.0,"968,000",1929.0,275.05
426,426,426,515,河南省,Henan,41,驻马店,Zhumadian,411700.0,1272,0,1112,20,139,0,137,0,16:05.3,33.01784242,114.0284708,41,河南省,Henan,44672,603,61.0,109,13349,4525,4265,355,507,588,729,626,42.0,4804,231.0,88.0,55.0,62,13066,607,175.0,"716,000",5824.0,275.42
427,427,427,516,河南省,Henan,41,鹤壁,Hebi,410600.0,1272,0,1112,20,19,0,17,0,16:05.3,35.75235741,114.3035936,41,河南省,Henan,44672,603,61.0,109,13349,4525,4265,355,507,588,729,626,42.0,4804,231.0,88.0,55.0,62,13066,607,164.0,"566,000",842.0,271.56
428,428,428,517,河南省,Henan,41,济源,Jiyuan,419001.0,1272,0,1112,20,5,0,3,0,16:05.3,35.07290723,112.6085807,41,河南省,Henan,44672,603,61.0,109,13349,4525,4265,355,507,588,729,626,42.0,4804,231.0,88.0,55.0,62,13066,607,,"416,000",746.0,276.93
429,429,429,518,河南省,Henan,41,焦作,Jiaozuo,410800.0,1272,0,1112,20,32,0,31,1,16:05.3,35.22096325,113.24854779999998,41,河南省,Henan,44672,603,61.0,109,13349,4525,4265,355,507,588,729,626,42.0,4804,231.0,88.0,55.0,62,13066,607,166.0,"767,000",1572.0,273.67
430,430,430,519,河南省,Henan,41,三门峡,Sanmenxia,411200.0,1272,0,1112,20,7,0,6,1,16:05.3,34.77832725,111.2065332,41,河南省,Henan,44672,603,61.0,109,13349,4525,4265,355,507,588,729,626,42.0,4804,231.0,88.0,55.0,62,13066,607,170.0,"561,000",3837.0,278.48
431,431,431,521,河南省,Henan,41,平顶山,Pingdingshan,410400.0,1272,0,1112,20,58,0,53,1,16:05.3,33.77205075,113.19952859999998,41,河南省,Henan,44672,603,61.0,109,13349,4525,4265,355,507,588,729,626,42.0,4804,231.0,88.0,55.0,62,13066,607,162.0,"1,160,000",3043.0,275.87
432,432,432,522,山东省,Shandong,37,菏泽,Heze,371700.0,756,0,405,6,18,0,17,0,17:08.6,35.23940742,115.487545,37,山东省,Shandong,44978,703,44.0,107,12632,5044,5066,203,428,522,779,757,60.0,5483,122.0,103.0,48.0,61,12219,597,158.0,"795,000",4726.0,274.16
433,433,433,523,山东省,Shandong,37,枣庄,Zaozhuang,370400.0,756,0,405,6,24,0,22,0,17:08.6,34.81599405,117.3305419,37,山东省,Shandong,44978,703,44.0,107,12632,5044,5066,203,428,522,779,757,60.0,5483,122.0,103.0,48.0,61,12219,597,145.0,"1,088,000",1762.0,268.84
434,434,434,524,山东省,Shandong,37,滨州,Binzhou,371600.0,756,0,405,6,15,0,12,0,17:08.6,37.3881962,117.977404,37,山东省,Shandong,44978,703,44.0,107,12632,5044,5066,203,428,522,779,757,60.0,5483,122.0,103.0,48.0,61,12219,597,157.0,"1,084,000",3647.0,276.97
435,435,435,525,山东省,Shandong,37,日照,Rizhao,371100.0,756,0,405,6,16,0,12,0,17:08.6,35.422839,119.5334154,37,山东省,Shandong,44978,703,44.0,107,12632,5044,5066,203,428,522,779,757,60.0,5483,122.0,103.0,48.0,61,12219,597,152.0,"1,271,000",2050.0,270.91
436,436,436,526,山东省,Shandong,37,临沂,Linyi,371300.0,756,0,405,6,49,0,45,0,17:08.6,35.11067124,118.363533,37,山东省,Shandong,44978,703,44.0,107,12632,5044,5066,203,428,522,779,757,60.0,5483,122.0,103.0,48.0,61,12219,597,154.0,"1,937,000",6638.0,280.82
437,437,437,527,山东省,Shandong,37,聊城,Liaocheng,371500.0,756,0,405,6,38,0,33,0,17:08.6,36.46275819,115.9915878,37,山东省,Shandong,44978,703,44.0,107,12632,5044,5066,203,428,522,779,757,60.0,5483,122.0,103.0,48.0,61,12219,597,156.0,"761,000",3365.0,272.64
438,438,438,528,山东省,Shandong,37,泰安,Tai'an,370900.0,756,0,405,6,35,0,26,2,17:08.6,36.20585804,117.0944948,37,山东省,Shandong,44978,703,44.0,107,12632,5044,5066,203,428,522,779,757,60.0,5483,122.0,103.0,48.0,61,12219,597,,"5,713,400",2997.0,272.04
439,439,439,529,山东省,Shandong,37,潍坊,Weifang,370700.0,756,0,405,6,44,0,27,0,17:08.6,36.71265155,119.1683779,37,山东省,Shandong,44978,703,44.0,107,12632,5044,5066,203,428,522,779,757,60.0,5483,122.0,103.0,48.0,61,12219,597,148.0,"2,654,000",6233.0,271.38
440,440,440,530,山东省,Shandong,37,威海,Weihai,371000.0,756,0,405,6,38,0,28,0,17:08.6,37.51643055,122.127541,37,山东省,Shandong,44978,703,44.0,107,12632,5044,5066,203,428,522,779,757,60.0,5483,122.0,103.0,48.0,61,12219,597,151.0,"1,304,000",2238.0,267.15
441,441,441,531,山东省,Shandong,37,青岛,Qingdao,370200.0,756,0,405,6,60,0,45,1,17:08.6,36.0722275,120.3894552,37,山东省,Shandong,44978,703,44.0,107,12632,5044,5066,203,428,522,779,757,60.0,5483,122.0,103.0,48.0,61,12219,597,143.0,"5,620,000",4273.0,272.34
442,442,442,532,四川省,Sichuan,51,甘孜州,Garzê Tibetan Autonomous Prefecture,513300.0,538,0,338,3,78,0,23,0,17:08.6,30.05527884,101.9685467,51,四川省,Sichuan,37107,541,17.0,43,11718,5013,2394,156,233,436,547,296,50.0,3605,55.0,53.0,12.0,13,11546,379,,"1,092,000",57020.0,265.39
443,443,443,533,山东省,Shandong,37,烟台,Yantai,370600.0,756,0,405,6,47,0,30,0,17:08.6,37.47003838,121.45441540000002,37,山东省,Shandong,44978,703,44.0,107,12632,5044,5066,203,428,522,779,757,60.0,5483,122.0,103.0,48.0,61,12219,597,147.0,"2,527,000",5305.0,267.11
444,444,444,534,山东省,Shandong,37,德州,Dezhou,371400.0,756,0,405,6,37,0,17,2,17:08.6,37.44130845,116.3655567,37,山东省,Shandong,44978,703,44.0,107,12632,5044,5066,203,428,522,779,757,60.0,5483,122.0,103.0,48.0,61,12219,597,155.0,"986,000",3998.0,272.23
445,445,445,535,山东省,Shandong,37,济南,Jinan,370100.0,756,0,405,6,47,0,25,0,17:08.6,36.6565542,117.1263994,37,山东省,Shandong,44978,703,44.0,107,12632,5044,5066,203,428,522,779,757,60.0,5483,122.0,103.0,48.0,61,12219,597,142.0,"5,360,000",3955.0,271.24
446,446,446,536,山东省,Shandong,37,济宁,Jining,370800.0,756,0,405,6,258,0,45,0,17:08.6,35.42017739,116.5936123,37,山东省,Shandong,44978,703,44.0,107,12632,5044,5066,203,428,522,779,757,60.0,5483,122.0,103.0,48.0,61,12219,597,149.0,"1,494,000",4319.0,273.48
447,447,447,537,山东省,Shandong,37,淄博,Zibo,370300.0,756,0,405,6,30,0,21,1,17:08.6,36.81908568,118.0614525,37,山东省,Shandong,44978,703,44.0,107,12632,5044,5066,203,428,522,779,757,60.0,5483,122.0,103.0,48.0,61,12219,597,144.0,"2,640,000",2303.0,276.97
448,448,448,538,四川省,Sichuan,51,达州,Dazhou,511700.0,538,0,338,3,42,0,26,0,17:08.6,31.21430772,107.4745939,51,四川省,Sichuan,37107,541,17.0,43,11718,5013,2394,156,233,436,547,296,50.0,3605,55.0,53.0,12.0,13,11546,379,258.0,"682,000",6405.0,287.16
449,449,449,539,四川省,Sichuan,51,成都,Chengdu,510100.0,538,0,338,3,143,0,85,3,17:08.6,30.65582188,104.0815335,51,四川省,Sichuan,37107,541,17.0,43,11718,5013,2394,156,233,436,547,296,50.0,3605,55.0,53.0,12.0,13,11546,379,244.0,"9,136,000",5551.0,286.12
450,450,450,540,四川省,Sichuan,51,巴中,Bazhong,511900.0,538,0,338,3,24,0,11,0,17:08.6,31.87288859,106.7515853,51,四川省,Sichuan,37107,541,17.0,43,11718,5013,2394,156,233,436,547,296,50.0,3605,55.0,53.0,12.0,13,11546,379,260.0,"992,000",4749.0,281.48
451,451,451,541,四川省,Sichuan,51,阿坝州,Ngawa Tibetan and Qiang Autonomous Prefecture,513200.0,538,0,338,3,1,0,1,0,17:08.6,31.90551158,102.2314155,51,四川省,Sichuan,37107,541,17.0,43,11718,5013,2394,156,233,436,547,296,50.0,3605,55.0,53.0,12.0,13,11546,379,,"919,987",32124.0,266.09
452,452,452,542,四川省,Sichuan,51,南充,Nanchong,511300.0,538,0,338,3,39,0,23,0,17:08.6,30.84378251,106.11750259999998,51,四川省,Sichuan,37107,541,17.0,43,11718,5013,2394,156,233,436,547,296,50.0,3605,55.0,53.0,12.0,13,11546,379,254.0,"1,258,000",4819.0,285.03
453,453,453,543,四川省,Sichuan,51,广元,Guangyuan,510800.0,538,0,338,3,6,0,6,0,17:08.6,32.44161631,105.8504232,51,四川省,Sichuan,37107,541,17.0,43,11718,5013,2394,156,233,436,547,296,50.0,3605,55.0,53.0,12.0,13,11546,379,250.0,"539,000",6299.0,274.07
454,454,454,544,四川省,Sichuan,51,自贡,Zigong,510300.0,538,0,338,3,9,0,9,0,17:08.6,29.34558492,104.7844488,51,四川省,Sichuan,37107,541,17.0,43,11718,5013,2394,156,233,436,547,296,50.0,3605,55.0,53.0,12.0,13,11546,379,245.0,"737,000",1688.0,285.4
455,455,455,545,四川省,Sichuan,51,攀枝花,Panzhihua,510400.0,538,0,338,3,16,0,16,0,17:08.6,26.58803317,101.7255412,51,四川省,Sichuan,37107,541,17.0,43,11718,5013,2394,156,233,436,547,296,50.0,3605,55.0,53.0,12.0,13,11546,379,246.0,"707,000",2866.0,280.63
456,456,456,546,四川省,Sichuan,51,雅安,Ya'an,511800.0,538,0,338,3,7,0,6,0,17:08.6,30.01679255,103.0495426,51,四川省,Sichuan,37107,541,17.0,43,11718,5013,2394,156,233,436,547,296,50.0,3605,55.0,53.0,12.0,13,11546,379,,"1,507,000",5874.0,283.51
457,457,457,547,四川省,Sichuan,51,资阳,Ziyang,512000.0,538,0,338,3,4,0,2,0,17:08.6,30.13495656,104.6344353,51,四川省,Sichuan,37107,541,17.0,43,11718,5013,2394,156,233,436,547,296,50.0,3605,55.0,53.0,12.0,13,11546,379,261.0,"500,000",2219.0,284.2
458,458,458,548,四川省,Sichuan,51,眉山,Meishan,511400.0,538,0,338,3,8,0,6,0,17:08.6,30.08252612,103.8565633,51,四川省,Sichuan,37107,541,17.0,43,11718,5013,2394,156,233,436,547,296,50.0,3605,55.0,53.0,12.0,13,11546,379,255.0,"723,000",2770.0,285.58
