State,County,ICU Beds,Population Aged 60+
Alabama,Autauga County,6,10523
Alabama,Baldwin County,51,53519
Alabama,Barbour County,5,6150
Alabama,Bibb County,0,4773
Alabama,Blount County,6,13600
Alabama,Bullock County,0,2371
Alabama,Butler County,7,5151
Alabama,Calhoun County,24,27115
Alabama,Chambers County,0,8501
Alabama,Cherokee County,0,7513
Alabama,Chilton County,6,9429
Alabama,Choctaw County,0,3759
Alabama,Clarke County,0,6134
Alabama,Clay County,4,3480
Alabama,Cleburne County,0,3691
Alabama,Coffee County,7,11027
Alabama,Colbert County,22,14062
Alabama,Conecuh County,0,3542
Alabama,Coosa County,0,3145
Alabama,Covington County,13,10290
Alabama,Crenshaw County,0,3371
Alabama,Cullman County,12,19667
Alabama,Dale County,6,10498
Alabama,Dallas County,18,9436
Alabama,DeKalb County,12,15782
Alabama,Elmore County,5,15929
Alabama,Escambia County,14,8677
Alabama,Etowah County,56,25122
Alabama,Fayette County,12,4604
Alabama,Franklin County,7,7054
Alabama,Geneva County,6,6716
Alabama,Greene County,0,2352
Alabama,Hale County,0,3945
Alabama,Henry County,0,4834
Alabama,Houston County,66,23474
Alabama,Jackson County,10,13441
Alabama,Jefferson County,471,138161
Alabama,Lamar County,0,3811
Alabama,Lauderdale County,48,23452
Alabama,Lawrence County,6,7710
Alabama,Lee County,28,24513
Alabama,Limestone County,10,18399
Alabama,Lowndes County,0,2481
Alabama,Macon County,0,4854
Alabama,Madison County,100,70040
Alabama,Marengo County,5,5124
Alabama,Marion County,4,8196
Alabama,Marshall County,20,21466
Alabama,Mobile County,157,88103
Alabama,Monroe County,8,5536
Alabama,Montgomery County,88,44214
Alabama,Morgan County,34,26739
Alabama,Perry County,0,2278
Alabama,Pickens County,4,4974
Alabama,Pike County,9,6441
Alabama,Randolph County,0,6129
Alabama,Russell County,8,10680
Alabama,St. Clair County,6,18943
Alabama,Shelby County,32,41610
Alabama,Sumter County,0,3005
Alabama,Talladega County,14,18842
Alabama,Tallapoosa County,6,11006
Alabama,Tuscaloosa County,84,36426
Alabama,Walker County,12,16386
Alabama,Washington County,0,4103
Alabama,Wilcox County,0,2751
Alabama,Winston County,4,6575
Alaska,Aleutians East County,0,510
Alaska,Aleutians West County,0,707
Alaska,Anchorage County,73,43608
Alaska,Bethel County,0,2082
Alaska,Bristol Bay County,0,164
Alaska,Denali County,0,481
Alaska,Dillingham County,0,701
Alaska,Fairbanks North Star County,13,13950
Alaska,Haines County,0,727
Alaska,Hoonah-Angoon County,0,645
Alaska,Juneau County,9,5907
Alaska,Kenai Peninsula County,6,13154
Alaska,Ketchikan Gateway County,4,2951
Alaska,Kodiak Island Borough County,0,1915
Alaska,Kusilvak County,0,674
Alaska,Lake and Peninsula County,0,189
Alaska,Matanuska-Susitna County,14,16358
Alaska,Nome County,0,1151
Alaska,North Slope Borough County,0,1157
Alaska,Northwest Arctic Borough County,0,851
Alaska,Petersburg Borough County,0,778
Alaska,Prince of Wales-Hyder County,0,1381
Alaska,Sitka Borough County,0,1829
Alaska,Skagway Municipality County,0,175
Alaska,Southeast Fairbanks  County,0,1256
Alaska,Valdez-Cordova  County,0,1790
Alaska,Wrangell City and Borough County,0,756
Alaska,Yakutat City and Borough County,0,142
Alaska,Yukon-Koyukuk County,0,1058
Arizona,Apache County,0,14107
Arizona,Cochise County,12,35231
Arizona,Coconino County,41,23195
Arizona,Gila County,8,18752
Arizona,Graham County,0,6933
Arizona,Greenlee County,0,1631
Arizona,La Paz County,3,9183
Arizona,Maricopa County,1004,808534
Arizona,Mohave County,80,73559
Arizona,Navajo County,12,24267
Arizona,Pima County,296,245814
Arizona,Pinal County,22,100086
Arizona,Santa Cruz County,0,10530
Arizona,Yavapai County,39,85127
Arizona,Yuma County,42,45739
Arkansas,Arkansas County,0,4693
Arkansas,Ashley County,6,5094
Arkansas,Baxter County,17,15979
Arkansas,Benton County,30,44616
Arkansas,Boone County,24,9809
Arkansas,Bradley County,0,2825
Arkansas,Calhoun County,0,1436
Arkansas,Carroll County,0,7997
Arkansas,Chicot County,0,2835
Arkansas,Clark County,0,5000
Arkansas,Clay County,0,4125
Arkansas,Cleburne County,0,8437
Arkansas,Cleveland County,0,2195
Arkansas,Columbia County,6,5481
Arkansas,Conway County,0,5270
Arkansas,Craighead County,66,19242
Arkansas,Crawford County,8,13589
Arkansas,Crittenden County,0,9487
Arkansas,Cross County,0,4020
Arkansas,Dallas County,0,2206
Arkansas,Desha County,0,3044
Arkansas,Drew County,5,3890
Arkansas,Faulkner County,25,19658
Arkansas,Franklin County,0,4640
Arkansas,Fulton County,0,4099
Arkansas,Garland County,41,28731
Arkansas,Grant County,0,4063
Arkansas,Greene County,8,9006
Arkansas,Hempstead County,8,5273
Arkansas,Hot Spring County,6,8417
Arkansas,Howard County,0,3157
Arkansas,Independence County,12,8706
Arkansas,Izard County,0,4226
Arkansas,Jackson County,0,4039
Arkansas,Jefferson County,34,15529
Arkansas,Johnson County,8,5619
Arkansas,Lafayette County,0,2097
Arkansas,Lawrence County,0,4447
Arkansas,Lee County,0,2289
Arkansas,Lincoln County,0,2882
Arkansas,Little River County,0,3272
Arkansas,Logan County,0,5494
Arkansas,Lonoke County,0,12771
Arkansas,Madison County,0,3897
Arkansas,Marion County,0,6057
Arkansas,Miller County,0,9791
Arkansas,Mississippi County,5,8720
Arkansas,Monroe County,0,2254
Arkansas,Montgomery County,0,3095
Arkansas,Nevada County,0,2133
Arkansas,Newton County,0,2612
Arkansas,Ouachita County,8,6183
Arkansas,Perry County,0,2645
Arkansas,Phillips County,6,4632
Arkansas,Pike County,0,3014
Arkansas,Poinsett County,0,5793
Arkansas,Polk County,6,5939
Arkansas,Pope County,11,12757
Arkansas,Prairie County,0,2425
Arkansas,Pulaski County,209,79133
Arkansas,Randolph County,2,4836
Arkansas,St. Francis County,6,5393
Arkansas,Saline County,16,26545
Arkansas,Scott County,0,2606
Arkansas,Searcy County,0,2684
Arkansas,Sebastian County,69,26807
Arkansas,Sevier County,0,3266
Arkansas,Sharp County,0,5487
Arkansas,Stone County,0,4150
Arkansas,Union County,16,9680
Arkansas,Van Buren County,0,5519
Arkansas,Washington County,61,34691
Arkansas,White County,13,16257
Arkansas,Woodruff County,0,1975
Arkansas,Yell County,0,4891
California,Alameda County,282,300276
California,Alpine County,0,429
California,Amador County,6,12967
California,Butte County,43,53616
California,Calaveras County,0,15872
California,Colusa County,0,4027
California,Contra Costa County,163,231404
California,Del Norte County,6,6262
California,El Dorado County,28,49939
California,Fresno County,164,157757
California,Glenn County,0,6019
California,Humboldt County,32,31200
California,Imperial County,28,30768
California,Inyo County,4,5588
California,Kern County,144,130831
California,Kings County,22,20569
California,Lake County,8,19092
California,Lassen County,0,5929
California,Los Angeles County,2126,1800341
California,Madera County,10,28392
California,Marin County,66,72684
California,Mariposa County,0,6311
California,Mendocino County,14,24313
California,Merced County,24,40383
California,Modoc County,0,3106
California,Mono County,2,2723
California,Monterey County,27,76257
California,Napa County,32,33686
California,Nevada County,10,33612
California,Orange County,651,598030
California,Placer County,70,92327
California,Plumas County,0,6935
California,Riverside County,351,437180
California,Sacramento County,396,279005
California,San Benito County,8,10074
California,San Bernardino County,410,330448
California,San Diego County,570,604412
California,San Francisco County,337,179193
California,San Joaquin County,121,123774
California,San Luis Obispo County,46,70097
California,San Mateo County,131,161619
California,Santa Barbara County,82,86816
California,Santa Clara County,313,338720
California,Santa Cruz County,22,57232
California,Shasta County,81,47900
California,Sierra County,0,986
California,Siskiyou County,4,14018
California,Solano County,92,90069
California,Sonoma County,82,124291
California,Stanislaus County,88,92698
California,Sutter County,0,19219
California,Tehama County,8,15876
California,Trinity County,0,4734
California,Tulare County,51,69266
California,Tuolumne County,6,17942
California,Ventura County,139,167777
California,Yolo County,14,34981
California,Yuba County,24,12327
Colorado,Adams County,168,69778
Colorado,Alamosa County,6,2952
Colorado,Arapahoe County,127,111767
Colorado,Archuleta County,0,4283
Colorado,Baca County,0,1178
Colorado,Bent County,0,1296
Colorado,Boulder County,72,59425
Colorado,Broomfield County,20,11264
Colorado,Chaffee County,2,6312
Colorado,Cheyenne County,0,380
Colorado,Clear Creek County,0,2454
Colorado,Conejos County,0,2034
Colorado,Costilla County,0,1272
Colorado,Crowley County,0,1074
Colorado,Custer County,0,2092
Colorado,Delta County,6,9773
Colorado,Denver County,227,109403
Colorado,Dolores County,0,537
Colorado,Douglas County,54,50139
Colorado,Eagle County,5,8107
Colorado,Elbert County,0,5592
Colorado,El Paso County,95,116223
Colorado,Fremont County,4,12609
Colorado,Garfield County,5,10202
Colorado,Gilpin County,0,1583
Colorado,Grand County,0,3858
Colorado,Gunnison County,0,2905
Colorado,Hinsdale County,0,329
Colorado,Huerfano County,0,2568
Colorado,Jackson County,0,398
Colorado,Jefferson County,94,124374
Colorado,Kiowa County,0,370
Colorado,Kit Carson County,0,1873
Colorado,Lake County,0,1439
Colorado,La Plata County,11,12490
Colorado,Larimer County,55,67199
Colorado,Las Animas County,0,4307
Colorado,Lincoln County,0,1200
Colorado,Logan County,4,5056
Colorado,Mesa County,44,35763
Colorado,Mineral County,0,394
Colorado,Moffat County,0,2777
Colorado,Montezuma County,4,7299
Colorado,Montrose County,8,12041
Colorado,Morgan County,6,6047
Colorado,Otero County,4,4816
Colorado,Ouray County,0,1815
Colorado,Park County,0,4718
Colorado,Phillips County,0,1037
Colorado,Pitkin County,4,4417
Colorado,Prowers County,0,2840
Colorado,Pueblo County,32,39318
Colorado,Rio Blanco County,0,1362
Colorado,Rio Grande County,0,2857
Colorado,Routt County,4,4914
Colorado,Saguache County,0,1917
Colorado,San Juan County,0,164
Colorado,San Miguel County,0,1475
Colorado,Sedgwick County,0,770
Colorado,Summit County,8,5667
Colorado,Teller County,0,6744
Colorado,Washington County,0,1285
Colorado,Weld County,26,48279
Colorado,Yuma County,0,2385
Connecticut,Fairfield County,173,197334
Connecticut,Hartford County,216,201242
Connecticut,Litchfield County,21,50170
Connecticut,Middlesex County,24,41372
Connecticut,New Haven County,186,194911
Connecticut,New London County,32,63495
Connecticut,Tolland County,16,31539
Connecticut,Windham County,6,25482
Delaware,Kent County,29,36849
Delaware,New Castle County,119,112051
Delaware,Sussex County,38,71832
District of Columbia,The District County,314,113026
Florida,Alachua County,210,47766
Florida,Baker County,0,5367
Florida,Bay County,77,40210
Florida,Bradford County,0,6394
Florida,Brevard County,159,170919
Florida,Broward County,587,406732
Florida,Calhoun County,0,3483
Florida,Charlotte County,51,81236
Florida,Citrus County,40,61636
Florida,Clay County,28,41495
Florida,Collier County,73,132129
Florida,Columbia County,27,17039
Florida,DeSoto County,8,9739
Florida,Dixie County,0,5078
Florida,Duval County,412,171837
Florida,Escambia County,120,68143
Florida,Flagler County,18,38651
Florida,Franklin County,0,3127
Florida,Gadsden County,0,10880
Florida,Gilchrist County,0,4554
Florida,Glades County,0,4162
Florida,Gulf County,0,3954
Florida,Hamilton County,0,3247
Florida,Hardee County,0,5531
Florida,Hendry County,3,6808
Florida,Hernando County,44,61882
Florida,Highlands County,38,41387
Florida,Hillsborough County,432,257269
Florida,Holmes County,0,4989
Florida,Indian River County,40,57277
Florida,Jackson County,7,12035
Florida,Jefferson County,0,4326
Florida,Lafayette County,0,1667
Florida,Lake County,158,107419
Florida,Lee County,141,239488
Florida,Leon County,60,49057
Florida,Levy County,0,12422
Florida,Liberty County,0,1621
Florida,Madison County,0,4779
Florida,Manatee County,90,120595
Florida,Marion County,110,119425
Florida,Martin County,74,57914
Florida,Miami-Dade County,593,563748
Florida,Monroe County,14,22310
Florida,Nassau County,0,21894
Florida,Okaloosa County,57,41694
Florida,Okeechobee County,8,10230
Florida,Orange County,388,206342
Florida,Osceola County,66,57062
Florida,Palm Beach County,401,414928
Florida,Pasco County,166,142985
Florida,Pinellas County,279,293786
Florida,Polk County,145,169578
Florida,Putnam County,10,21116
Florida,St. Johns County,47,57092
Florida,St. Lucie County,69,87591
Florida,Santa Rosa County,16,34353
Florida,Sarasota County,118,174026
Florida,Seminole County,38,92794
Florida,Sumter County,0,74936
Florida,Suwannee County,0,11617
Florida,Taylor County,6,5833
Florida,Union County,0,3196
Florida,Volusia County,148,160876
Florida,Wakulla County,0,6317
Florida,Walton County,28,16604
Florida,Washington County,0,5555
Georgia,Appling County,3,4208
Georgia,Atkinson County,0,1451
Georgia,Bacon County,4,2329
Georgia,Baker County,0,919
Georgia,Baldwin County,12,9287
Georgia,Banks County,0,4207
Georgia,Barrow County,6,12454
Georgia,Bartow County,21,18389
Georgia,Ben Hill County,5,3982
Georgia,Berrien County,0,4266
Georgia,Bibb County,117,31993
Georgia,Bleckley County,0,2860
Georgia,Brantley County,0,3792
Georgia,Brooks County,0,4099
Georgia,Bryan County,0,4985
Georgia,Bulloch County,24,11463
Georgia,Burke County,0,4540
Georgia,Butts County,0,4813
Georgia,Calhoun County,0,1362
Georgia,Camden County,5,8503
Georgia,Candler County,6,2476
Georgia,Carroll County,18,20423
Georgia,Catoosa County,0,14752
Georgia,Charlton County,0,2473
Georgia,Chatham County,78,56014
Georgia,Chattahoochee County,0,645
Georgia,Chattooga County,0,5705
Georgia,Cherokee County,15,42210
Georgia,Clarke County,104,17345
Georgia,Clay County,0,937
Georgia,Clayton County,34,36959
Georgia,Clinch County,0,1466
Georgia,Cobb County,119,120689
Georgia,Coffee County,10,7860
Georgia,Colquitt County,10,8918
Georgia,Columbia County,0,26092
Georgia,Cook County,0,3527
Georgia,Coweta County,19,25269
Georgia,Crawford County,0,2798
Georgia,Crisp County,16,5331
Georgia,Dade County,0,4079
Georgia,Dawson County,0,6208
Georgia,Decatur County,10,5831
Georgia,DeKalb County,168,121505
Georgia,Dodge County,6,4726
Georgia,Dooly County,0,3522
Georgia,Dougherty County,50,18997
Georgia,Douglas County,8,22028
Georgia,Early County,0,2739
Georgia,Echols County,0,681
Georgia,Effingham County,0,9061
Georgia,Elbert County,4,5092
Georgia,Emanuel County,8,4782
Georgia,Evans County,0,2260
Georgia,Fannin County,5,8800
Georgia,Fayette County,37,25277
Georgia,Floyd County,65,20941
Georgia,Forsyth County,24,33215
Georgia,Franklin County,8,5691
Georgia,Fulton County,538,159840
Georgia,Gilmer County,0,9166
Georgia,Glascock County,0,713
Georgia,Glynn County,24,20679
Georgia,Gordon County,8,10941
Georgia,Grady County,4,5593
Georgia,Greene County,0,6034
Georgia,Gwinnett County,82,122430
Georgia,Habersham County,4,10665
Georgia,Hall County,85,36793
Georgia,Hancock County,0,2435
Georgia,Haralson County,0,6357
Georgia,Harris County,0,7948
Georgia,Hart County,0,7015
Georgia,Heard County,0,2692
Georgia,Henry County,40,34127
Georgia,Houston County,36,25522
Georgia,Irwin County,0,2170
Georgia,Jackson County,0,12724
Georgia,Jasper County,0,3116
Georgia,Jeff Davis County,4,3219
Georgia,Jefferson County,0,3828
Georgia,Jenkins County,0,2049
Georgia,Johnson County,0,2334
Georgia,Jones County,0,6333
Georgia,Lamar County,0,3955
Georgia,Lanier County,0,1972
Georgia,Laurens County,16,10610
Georgia,Lee County,0,4964
Georgia,Liberty County,0,7447
Georgia,Lincoln County,0,2318
Georgia,Long County,0,2398
Georgia,Lowndes County,48,17921
Georgia,Lumpkin County,0,7478
Georgia,McDuffie County,0,4855
Georgia,McIntosh County,0,4475
Georgia,Macon County,0,2925
Georgia,Madison County,0,6721
Georgia,Marion County,0,2190
Georgia,Meriwether County,0,5261
Georgia,Miller County,0,1561
Georgia,Mitchell County,0,4919
Georgia,Monroe County,0,6594
Georgia,Montgomery County,0,1891
Georgia,Morgan County,0,4678
Georgia,Murray County,0,7520
Georgia,Muscogee County,61,34483
Georgia,Newton County,10,18455
Georgia,Oconee County,0,7602
Georgia,Oglethorpe County,0,3441
Georgia,Paulding County,8,21365
Georgia,Peach County,0,5201
Georgia,Pickens County,6,8464
Georgia,Pierce County,0,4228
Georgia,Pike County,0,3658
Georgia,Polk County,0,8705
Georgia,Pulaski County,6,2806
Georgia,Putnam County,0,6275
Georgia,Quitman County,0,913
Georgia,Rabun County,0,5564
Georgia,Randolph County,0,2258
Georgia,Richmond County,264,38152
Georgia,Rockdale County,16,17124
Georgia,Schley County,0,1100
Georgia,Screven County,0,3450
Georgia,Seminole County,0,2541
Georgia,Spalding County,22,14777
Georgia,Stephens County,6,6327
Georgia,Stewart County,0,1209
Georgia,Sumter County,10,6539
Georgia,Talbot County,0,2045
Georgia,Taliaferro County,0,511
Georgia,Tattnall County,0,4769
Georgia,Taylor County,0,2020
Georgia,Telfair County,0,3802
Georgia,Terrell County,0,2148
Georgia,Thomas County,35,10319
Georgia,Tift County,20,8091
Georgia,Toombs County,8,5815
Georgia,Towns County,0,4566
Georgia,Treutlen County,0,1666
Georgia,Troup County,20,13380
Georgia,Turner County,0,2004
Georgia,Twiggs County,0,2395
Georgia,Union County,5,8856
Georgia,Upson County,28,6294
Georgia,Walker County,0,16583
Georgia,Walton County,7,17821
Georgia,Ware County,22,7974
Georgia,Warren County,0,1586
Georgia,Washington County,0,4483
Georgia,Wayne County,12,6149
Georgia,Webster County,0,671
Georgia,Wheeler County,0,1550
Georgia,White County,0,7553
Georgia,Whitfield County,34,18625
Georgia,Wilcox County,0,1960
Georgia,Wilkes County,0,2863
Georgia,Wilkinson County,0,2285
Georgia,Worth County,0,5131
Hawaii,Hawaii County,24,52582
Hawaii,Honolulu County,148,218287
Hawaii,Kalawao County,0,27
Hawaii,Kauai County,9,18043
Hawaii,Maui County,20,37939
Idaho,Ada County,105,80856
Idaho,Adams County,0,1513
Idaho,Bannock County,20,15750
Idaho,Bear Lake County,0,1565
Idaho,Benewah County,0,2780
Idaho,Bingham County,5,8667
Idaho,Blaine County,0,5080
Idaho,Boise County,0,2461
Idaho,Bonner County,4,13317
Idaho,Bonneville County,35,20000
Idaho,Boundary County,0,3394
Idaho,Butte County,0,807
Idaho,Camas County,0,267
Idaho,Canyon County,41,36810
Idaho,Caribou County,0,1645
Idaho,Cassia County,6,4324
Idaho,Clark County,0,184
Idaho,Clearwater County,0,3035
Idaho,Custer County,0,1641
Idaho,Elmore County,0,4586
Idaho,Franklin County,0,2458
Idaho,Fremont County,0,2942
Idaho,Gem County,0,4887
Idaho,Gooding County,0,3215
Idaho,Idaho County,0,5638
Idaho,Jefferson County,0,4382
Idaho,Jerome County,0,4145
Idaho,Kootenai County,55,36910
Idaho,Latah County,0,6552
Idaho,Lemhi County,0,2895
Idaho,Lewis County,0,1252
Idaho,Lincoln County,0,973
Idaho,Madison County,4,3374
Idaho,Minidoka County,0,4407
Idaho,Nez Perce County,9,10185
Idaho,Oneida County,0,1060
Idaho,Owyhee County,0,2589
Idaho,Payette County,0,5298
Idaho,Power County,0,1593
Idaho,Shoshone County,0,3745
Idaho,Teton County,0,1500
Idaho,Twin Falls County,30,16621
Idaho,Valley County,0,3660
Idaho,Washington County,0,3185
Illinois,Adams County,25,16968
Illinois,Alexander County,0,1841
Illinois,Bond County,0,4097
Illinois,Boone County,0,10544
Illinois,Brown County,0,1260
Illinois,Bureau County,9,9368
Illinois,Calhoun County,0,1471
Illinois,Carroll County,0,4653
Illinois,Cass County,0,2896
Illinois,Champaign County,51,35016
Illinois,Christian County,0,8376
Illinois,Clark County,0,4021
Illinois,Clay County,0,3767
Illinois,Clinton County,4,8553
Illinois,Coles County,9,11175
Illinois,Cook County,1606,1005046
Illinois,Crawford County,0,4912
Illinois,Cumberland County,0,2730
Illinois,DeKalb County,16,16887
Illinois,De Witt County,0,3995
Illinois,Douglas County,0,4574
Illinois,DuPage County,257,189208
Illinois,Edgar County,0,4908
Illinois,Edwards County,0,1759
Illinois,Effingham County,10,8041
Illinois,Fayette County,4,5172
Illinois,Ford County,2,3522
Illinois,Franklin County,0,10199
Illinois,Fulton County,5,9382
Illinois,Gallatin County,0,1526
Illinois,Greene County,0,3320
Illinois,Grundy County,8,9077
Illinois,Hamilton County,0,2379
Illinois,Hancock County,0,5387
Illinois,Hardin County,0,1198
Illinois,Henderson County,0,2225
Illinois,Henry County,3,12932
Illinois,Iroquois County,0,8008
Illinois,Jackson County,21,11301
Illinois,Jasper County,0,2496
Illinois,Jefferson County,22,9508
Illinois,Jersey County,4,5642
Illinois,Jo Daviess County,0,7704
Illinois,Johnson County,0,3202
Illinois,Kane County,103,93411
Illinois,Kankakee County,56,23667
Illinois,Kendall County,0,16292
Illinois,Knox County,18,13829
Illinois,Lake County,108,131932
Illinois,LaSalle County,13,27315
Illinois,Lawrence County,0,3784
Illinois,Lee County,6,8585
Illinois,Livingston County,5,9046
Illinois,Logan County,0,7086
Illinois,McDonough County,7,7097
Illinois,McHenry County,33,58774
Illinois,McLean County,30,29727
Illinois,Macon County,65,27263
Illinois,Macoupin County,0,12200
Illinois,Madison County,58,60531
Illinois,Marion County,9,9723
Illinois,Marshall County,0,3583
Illinois,Mason County,0,3948
Illinois,Massac County,0,3963
Illinois,Menard County,0,3156
Illinois,Mercer County,0,4395
Illinois,Monroe County,0,7670
Illinois,Montgomery County,0,7326
Illinois,Morgan County,9,8786
Illinois,Moultrie County,0,3592
Illinois,Ogle County,4,12307
Illinois,Peoria County,107,40675
Illinois,Perry County,0,5195
Illinois,Piatt County,0,4034
Illinois,Pike County,0,4190
Illinois,Pope County,0,1604
Illinois,Pulaski County,0,1566
Illinois,Putnam County,0,1655
Illinois,Randolph County,0,8130
Illinois,Richland County,8,4167
Illinois,Rock Island County,58,35994
Illinois,St. Clair County,42,54566
Illinois,Saline County,0,6376
Illinois,Sangamon County,99,45191
Illinois,Schuyler County,0,2052
Illinois,Scott County,0,1345
Illinois,Shelby County,0,6197
Illinois,Stark County,0,1581
Illinois,Stephenson County,8,13432
Illinois,Tazewell County,8,31973
Illinois,Union County,0,4624
Illinois,Vermilion County,12,19371
Illinois,Wabash County,4,3004
Illinois,Warren County,0,4147
Illinois,Washington County,0,3641
Illinois,Wayne County,4,4419
Illinois,White County,0,3906
Illinois,Whiteside County,9,14999
Illinois,Will County,92,116816
Illinois,Williamson County,26,16353
Illinois,Winnebago County,87,65218
Illinois,Woodford County,0,8978
Indiana,Adams County,4,7140
Indiana,Allen County,170,70976
Indiana,Bartholomew County,17,16862
Indiana,Benton County,0,2012
Indiana,Blackford County,0,3332
Indiana,Boone County,8,11259
Indiana,Brown County,0,4827
Indiana,Carroll County,0,5056
Indiana,Cass County,5,8878
Indiana,Clark County,25,23978
Indiana,Clay County,0,6400
Indiana,Clinton County,0,7149
Indiana,Crawford County,0,2693
Indiana,Daviess County,5,6611
Indiana,Dearborn County,8,11201
Indiana,Decatur County,0,5924
Indiana,DeKalb County,8,9197
Indiana,Delaware County,36,25540
Indiana,Dubois County,26,9945
Indiana,Elkhart County,35,38669
Indiana,Fayette County,20,6065
Indiana,Floyd County,16,16661
Indiana,Fountain County,0,4359
Indiana,Franklin County,7,5422
Indiana,Fulton County,4,5248
Indiana,Gibson County,5,7576
Indiana,Grant County,19,16678
Indiana,Greene County,5,8315
Indiana,Hamilton County,10,49209
Indiana,Hancock County,24,15514
Indiana,Harrison County,4,9441
Indiana,Hendricks County,39,28822
Indiana,Henry County,10,12162
Indiana,Howard County,13,20461
Indiana,Huntington County,0,8144
Indiana,Jackson County,7,9380
Indiana,Jasper County,4,7509
Indiana,Jay County,0,5031
Indiana,Jefferson County,6,7164
Indiana,Jennings County,0,6079
Indiana,Johnson County,6,29234
Indiana,Knox County,30,8735
Indiana,Kosciusko County,14,16785
Indiana,LaGrange County,0,7291
Indiana,Lake County,188,104898
Indiana,LaPorte County,34,25713
Indiana,Lawrence County,6,11750
Indiana,Madison County,21,30680
Indiana,Marion County,526,160942
Indiana,Marshall County,7,10866
Indiana,Martin County,0,2501
Indiana,Miami County,4,7957
Indiana,Monroe County,38,23773
Indiana,Montgomery County,5,8814
Indiana,Morgan County,10,15510
Indiana,Newton County,0,3390
Indiana,Noble County,0,9969
Indiana,Ohio County,0,1568
Indiana,Orange County,0,4677
Indiana,Owen County,0,5415
Indiana,Parke County,0,4098
Indiana,Perry County,4,4691
Indiana,Pike County,0,3271
Indiana,Porter County,32,36197
Indiana,Posey County,0,6134
Indiana,Pulaski County,0,3245
Indiana,Putnam County,6,8058
Indiana,Randolph County,0,6468
Indiana,Ripley County,0,6402
Indiana,Rush County,0,4040
Indiana,St. Joseph County,74,57385
Indiana,Scott County,4,5247
Indiana,Shelby County,0,10052
Indiana,Spencer County,0,5172
Indiana,Starke County,1,5553
Indiana,Steuben County,2,8776
Indiana,Sullivan County,4,4547
Indiana,Switzerland County,0,2474
