State,County,ICU Beds,Population Aged 60+
Montana,Judith Basin County,0,630
Montana,Lake County,0,8372
Montana,Lewis and Clark County,8,16327
Montana,Liberty County,0,724
Montana,Lincoln County,0,7031
Montana,McCone County,0,550
Montana,Madison County,0,3066
Montana,Meagher County,0,578
Montana,Mineral County,0,1542
Montana,Missoula County,32,22759
Montana,Musselshell County,0,1594
Montana,Park County,4,4577
Montana,Petroleum County,0,141
Montana,Phillips County,0,1155
Montana,Pondera County,0,1684
Montana,Powder River County,0,534
Montana,Powell County,0,1842
Montana,Prairie County,0,462
Montana,Ravalli County,5,13513
Montana,Richland County,0,2372
Montana,Roosevelt County,0,1796
Montana,Rosebud County,1,1891
Montana,Sanders County,0,4282
Montana,Sheridan County,0,1075
Montana,Silver Bow County,11,8536
Montana,Stillwater County,0,2685
Montana,Sweet Grass County,0,1290
Montana,Teton County,0,1756
Montana,Toole County,0,1261
Montana,Treasure County,0,262
Montana,Valley County,0,2163
Montana,Wheatland County,0,537
Montana,Wibaux County,0,380
Montana,Yellowstone County,41,34804
Nebraska,Adams County,10,7465
Nebraska,Antelope County,0,1958
Nebraska,Arthur County,0,112
Nebraska,Banner County,0,184
Nebraska,Blaine County,0,164
Nebraska,Boone County,0,1632
Nebraska,Box Butte County,0,2881
Nebraska,Boyd County,0,704
Nebraska,Brown County,0,1042
Nebraska,Buffalo County,34,9288
Nebraska,Burt County,0,2059
Nebraska,Butler County,0,2184
Nebraska,Cass County,0,5904
Nebraska,Cedar County,0,2423
Nebraska,Chase County,0,1112
Nebraska,Cherry County,0,1699
Nebraska,Cheyenne County,4,2396
Nebraska,Clay County,0,1617
Nebraska,Colfax County,0,1928
Nebraska,Cuming County,0,2467
Nebraska,Custer County,0,3058
Nebraska,Dakota County,0,3746
Nebraska,Dawes County,0,2181
Nebraska,Dawson County,0,4804
Nebraska,Deuel County,0,600
Nebraska,Dixon County,0,1552
Nebraska,Dodge County,0,9091
Nebraska,Douglas County,187,95539
Nebraska,Dundy County,0,546
Nebraska,Fillmore County,0,1687
Nebraska,Franklin County,0,1067
Nebraska,Frontier County,0,840
Nebraska,Furnas County,0,1514
Nebraska,Gage County,3,5923
Nebraska,Garden County,0,650
Nebraska,Garfield County,0,734
Nebraska,Gosper County,0,614
Nebraska,Grant County,0,213
Nebraska,Greeley County,0,760
Nebraska,Hall County,16,11885
Nebraska,Hamilton County,0,2394
Nebraska,Harlan County,0,1149
Nebraska,Hayes County,0,294
Nebraska,Hitchcock County,0,867
Nebraska,Holt County,0,2986
Nebraska,Hooker County,0,316
Nebraska,Howard County,0,1788
Nebraska,Jefferson County,0,2404
Nebraska,Johnson County,0,1335
Nebraska,Kearney County,0,1735
Nebraska,Keith County,0,2712
Nebraska,Keya Paha County,0,230
Nebraska,Kimball County,0,1160
Nebraska,Knox County,0,2628
Nebraska,Lancaster County,108,55100
Nebraska,Lincoln County,19,8746
Nebraska,Logan County,0,229
Nebraska,Loup County,0,172
Nebraska,McPherson County,0,115
Nebraska,Madison County,24,7213
Nebraska,Merrick County,0,2144
Nebraska,Morrill County,0,1322
Nebraska,Nance County,0,1046
Nebraska,Nemaha County,0,1894
Nebraska,Nuckolls County,0,1511
Nebraska,Otoe County,0,4084
Nebraska,Pawnee County,0,885
Nebraska,Perkins County,0,883
Nebraska,Phelps County,0,2410
Nebraska,Pierce County,0,1814
Nebraska,Platte County,5,7783
Nebraska,Polk County,0,1551
Nebraska,Red Willow County,0,2755
Nebraska,Richardson County,0,2480
Nebraska,Rock County,0,505
Nebraska,Saline County,0,2883
Nebraska,Sarpy County,8,26946
Nebraska,Saunders County,0,5028
Nebraska,Scotts Bluff County,22,9022
Nebraska,Seward County,0,3968
Nebraska,Sheridan County,0,1703
Nebraska,Sherman County,0,1003
Nebraska,Sioux County,0,415
Nebraska,Stanton County,0,1401
Nebraska,Thayer County,0,1792
Nebraska,Thomas County,0,195
Nebraska,Thurston County,0,1213
Nebraska,Valley County,0,1353
Nebraska,Washington County,0,4635
Nebraska,Wayne County,0,1963
Nebraska,Webster County,0,1110
Nebraska,Wheeler County,0,289
Nebraska,York County,0,3577
Nevada,Churchill County,0,5694
Nevada,Clark County,535,405618
Nevada,Douglas County,0,16331
Nevada,Elko County,7,8008
Nevada,Esmeralda County,0,386
Nevada,Eureka County,0,452
Nevada,Humboldt County,3,3163
Nevada,Lander County,0,1155
Nevada,Lincoln County,0,1418
Nevada,Lyon County,0,14565
Nevada,Mineral County,0,1341
Nevada,Nye County,0,15960
Nevada,Pershing County,0,1468
Nevada,Storey County,0,1510
Nevada,Washoe County,331,95558
Nevada,White Pine County,0,2291
Nevada,Carson City County,24,14410
New Hampshire,Belknap County,10,17260
New Hampshire,Carroll County,8,16281
New Hampshire,Cheshire County,27,19389
New Hampshire,Coos County,3,9795
New Hampshire,Grafton County,54,23734
New Hampshire,Hillsborough County,62,84563
New Hampshire,Merrimack County,18,34833
New Hampshire,Rockingham County,43,69798
New Hampshire,Strafford County,17,25034
New Hampshire,Sullivan County,0,11885
New Jersey,Atlantic County,64,62613
New Jersey,Bergen County,147,211672
New Jersey,Burlington County,82,98530
New Jersey,Camden County,199,104370
New Jersey,Cape May County,16,31925
New Jersey,Cumberland County,36,30141
New Jersey,Essex County,267,146732
New Jersey,Gloucester County,14,60833
New Jersey,Hudson County,105,109974
New Jersey,Hunterdon County,12,30279
New Jersey,Mercer County,92,75299
New Jersey,Middlesex County,185,164627
New Jersey,Monmouth County,152,142622
New Jersey,Morris County,91,110520
New Jersey,Ocean County,106,167321
New Jersey,Passaic County,97,98279
New Jersey,Salem County,19,15640
New Jersey,Somerset County,28,67698
New Jersey,Sussex County,10,32694
New Jersey,Union County,80,106249
New Jersey,Warren County,20,24579
New Mexico,Bernalillo County,138,140933
New Mexico,Catron County,0,1793
New Mexico,Chaves County,24,13924
New Mexico,Cibola County,4,5804
New Mexico,Colfax County,4,4281
New Mexico,Curry County,8,8363
New Mexico,De Baca County,0,480
New Mexico,Dona Ana County,51,41981
New Mexico,Eddy County,12,11808
New Mexico,Grant County,6,9026
New Mexico,Guadalupe County,0,1149
New Mexico,Harding County,0,259
New Mexico,Hidalgo County,0,1233
New Mexico,Lea County,8,10775
New Mexico,Lincoln County,4,6880
New Mexico,Los Alamos County,6,4309
New Mexico,Luna County,6,6445
New Mexico,McKinley County,5,11923
New Mexico,Mora County,0,1391
New Mexico,Otero County,10,14360
New Mexico,Quay County,0,2671
New Mexico,Rio Arriba County,8,9932
New Mexico,Roosevelt County,0,3425
New Mexico,Sandoval County,0,30925
New Mexico,San Juan County,10,23922
New Mexico,San Miguel County,8,7333
New Mexico,Santa Fe County,22,42681
New Mexico,Sierra County,0,4961
New Mexico,Socorro County,0,4106
New Mexico,Taos County,6,10333
New Mexico,Torrance County,0,4251
New Mexico,Union County,0,1032
New Mexico,Valencia County,0,17086
New York,Albany County,120,67673
New York,Allegany County,6,11338
New York,Bronx County,270,243010
New York,Broome County,47,47891
New York,Cattaraugus County,0,19443
New York,Cayuga County,14,19140
New York,Chautauqua County,26,33458
New York,Chemung County,20,21007
New York,Chenango County,7,12688
New York,Clinton County,21,17868
New York,Columbia County,9,18429
New York,Cortland County,12,10162
New York,Delaware County,0,14201
New York,Dutchess County,51,66971
New York,Erie County,262,216391
New York,Essex County,0,11100
New York,Franklin County,13,11559
New York,Fulton County,8,13782
New York,Genesee County,10,13935
New York,Greene County,0,13422
New York,Hamilton County,0,1721
New York,Herkimer County,0,16310
New York,Jefferson County,10,19760
New York,Kings County,318,476741
New York,Lewis County,6,6305
New York,Livingston County,0,14878
New York,Madison County,6,16941
New York,Monroe County,191,166403
New York,Montgomery County,8,11948
New York,Nassau County,461,318040
New York,New York County,761,344283
New York,Niagara County,32,52917
New York,Oneida County,51,56184
New York,Onondaga County,152,103054
New York,Ontario County,27,27978
New York,Orange County,76,70347
New York,Orleans County,0,9631
New York,Oswego County,8,25826
New York,Otsego County,14,16165
New York,Putnam County,10,22683
New York,Queens County,129,470619
New York,Rensselaer County,12,35905
New York,Richmond County,114,101941
New York,Rockland County,39,66379
New York,St. Lawrence County,20,24432
New York,Saratoga County,19,52232
New York,Schenectady County,36,34957
New York,Schoharie County,0,8559
New York,Schuyler County,0,4831
New York,Seneca County,0,8362
New York,Steuben County,8,24270
New York,Suffolk County,281,326104
New York,Sullivan County,10,18426
New York,Tioga County,0,12444
New York,Tompkins County,16,18998
New York,Ulster County,25,45203
New York,Warren County,24,17940
New York,Washington County,0,15438
New York,Wayne County,8,22194
New York,Westchester County,179,214443
New York,Wyoming County,5,9523
New York,Yates County,0,6750
North Carolina,Alamance County,20,35388
North Carolina,Alexander County,0,9162
North Carolina,Alleghany County,0,3618
North Carolina,Anson County,0,5848
North Carolina,Ashe County,0,8552
North Carolina,Avery County,0,4821
North Carolina,Beaufort County,8,14046
North Carolina,Bertie County,0,5537
North Carolina,Bladen County,4,9534
North Carolina,Brunswick County,19,46285
North Carolina,Buncombe County,166,64710
North Carolina,Burke County,16,23258
North Carolina,Cabarrus County,25,35521
North Carolina,Caldwell County,12,20816
North Carolina,Camden County,0,2164
North Carolina,Carteret County,8,21116
North Carolina,Caswell County,0,6116
North Carolina,Catawba County,52,35455
North Carolina,Chatham County,4,20511
North Carolina,Cherokee County,0,9952
North Carolina,Chowan County,4,4452
North Carolina,Clay County,0,4115
North Carolina,Cleveland County,57,23687
North Carolina,Columbus County,10,14110
North Carolina,Craven County,72,24450
North Carolina,Cumberland County,48,52166
North Carolina,Currituck County,0,5686
North Carolina,Dare County,0,9885
North Carolina,Davidson County,29,37797
North Carolina,Davie County,0,11078
North Carolina,Duplin County,9,13785
North Carolina,Durham County,148,51648
North Carolina,Edgecombe County,15,13212
North Carolina,Forsyth County,259,76042
North Carolina,Franklin County,0,14275
North Carolina,Gaston County,74,46215
North Carolina,Gates County,0,2897
North Carolina,Graham County,0,2550
North Carolina,Granville County,6,13167
North Carolina,Greene County,0,4490
North Carolina,Guilford County,142,102558
North Carolina,Halifax County,16,13866
North Carolina,Harnett County,14,21027
North Carolina,Haywood County,12,18819
North Carolina,Henderson County,27,35451
North Carolina,Hertford County,10,6311
North Carolina,Hoke County,0,7093
North Carolina,Hyde County,0,1276
North Carolina,Iredell County,36,34692
North Carolina,Jackson County,9,10654
North Carolina,Johnston County,24,33619
North Carolina,Jones County,0,2653
North Carolina,Lee County,8,12481
North Carolina,Lenoir County,14,14708
North Carolina,Lincoln County,10,18644
North Carolina,McDowell County,9,11491
North Carolina,Macon County,5,12106
North Carolina,Madison County,0,6084
North Carolina,Martin County,6,6835
North Carolina,Mecklenburg County,173,156489
North Carolina,Mitchell County,0,4846
North Carolina,Montgomery County,0,7131
North Carolina,Moore County,68,28522
North Carolina,Nash County,21,22363
North Carolina,New Hanover County,57,48907
North Carolina,Northampton County,0,6480
North Carolina,Onslow County,14,22983
North Carolina,Orange County,13,25896
North Carolina,Pamlico County,0,4684
North Carolina,Pasquotank County,10,8584
North Carolina,Pender County,0,13694
North Carolina,Perquimans County,0,4652
North Carolina,Person County,6,9982
North Carolina,Pitt County,71,30269
North Carolina,Polk County,6,7657
North Carolina,Randolph County,12,32782
North Carolina,Richmond County,0,10922
North Carolina,Robeson County,25,26448
North Carolina,Rockingham County,9,24175
North Carolina,Rowan County,20,31195
North Carolina,Rutherford County,18,18012
North Carolina,Sampson County,8,14291
North Carolina,Scotland County,8,8246
North Carolina,Stanly County,10,14861
North Carolina,Stokes County,0,12165
North Carolina,Surry County,10,18749
North Carolina,Swain County,0,3584
North Carolina,Transylvania County,4,12332
North Carolina,Tyrrell County,0,1372
North Carolina,Union County,14,36152
North Carolina,Vance County,20,10563
North Carolina,Wake County,175,157546
North Carolina,Warren County,0,6367
North Carolina,Washington County,0,3689
North Carolina,Watauga County,10,11059
North Carolina,Wayne County,16,26321
North Carolina,Wilkes County,8,18236
North Carolina,Wilson County,14,19331
North Carolina,Yadkin County,0,9707
North Carolina,Yancey County,0,5605
North Dakota,Adams County,0,743
North Dakota,Barnes County,0,3118
North Dakota,Benson County,0,1327
North Dakota,Billings County,0,250
North Dakota,Bottineau County,0,2058
North Dakota,Bowman County,0,933
North Dakota,Burke County,0,513
North Dakota,Burleigh County,72,18957
North Dakota,Cass County,111,27710
North Dakota,Cavalier County,0,1265
North Dakota,Dickey County,0,1425
North Dakota,Divide County,0,830
North Dakota,Dunn County,0,1079
North Dakota,Eddy County,0,667
North Dakota,Emmons County,0,1194
North Dakota,Foster County,0,956
North Dakota,Golden Valley County,0,514
North Dakota,Grand Forks County,26,11680
North Dakota,Grant County,0,877
North Dakota,Griggs County,0,851
North Dakota,Hettinger County,0,875
North Dakota,Kidder County,0,675
North Dakota,LaMoure County,0,1302
North Dakota,Logan County,0,723
North Dakota,McHenry County,0,1606
North Dakota,McIntosh County,0,1056
North Dakota,McKenzie County,0,1663
North Dakota,McLean County,0,2983
North Dakota,Mercer County,0,2209
North Dakota,Morton County,0,6275
North Dakota,Mountrail County,0,1616
North Dakota,Nelson County,0,1067
North Dakota,Oliver County,0,608
North Dakota,Pembina County,0,2133
North Dakota,Pierce County,0,1309
North Dakota,Ramsey County,0,2909
North Dakota,Ransom County,0,1514
North Dakota,Renville County,0,613
North Dakota,Richland County,0,3866
North Dakota,Rolette County,0,2206
North Dakota,Sargent County,0,1148
North Dakota,Sheridan County,0,498
North Dakota,Sioux County,0,542
North Dakota,Slope County,0,232
North Dakota,Stark County,4,5319
North Dakota,Steele County,0,604
North Dakota,Stutsman County,6,5310
North Dakota,Towner County,0,735
North Dakota,Traill County,0,2056
North Dakota,Walsh County,0,2923
North Dakota,Ward County,19,11458
North Dakota,Wells County,0,1423
North Dakota,Williams County,0,4852
Ohio,Adams County,0,6379
Ohio,Allen County,62,24080
Ohio,Ashland County,6,12790
Ohio,Ashtabula County,19,25127
Ohio,Athens County,0,11147
Ohio,Auglaize County,6,10738
Ohio,Belmont County,15,18587
Ohio,Brown County,0,10056
Ohio,Butler County,74,73222
Ohio,Carroll County,0,7474
Ohio,Champaign County,0,9346
Ohio,Clark County,38,33970
Ohio,Clermont County,16,43133
Ohio,Clinton County,6,9347
Ohio,Columbiana County,20,27542
Ohio,Coshocton County,7,9240
Ohio,Crawford County,9,11322
Ohio,Cuyahoga County,680,297844
Ohio,Darke County,6,13217
Ohio,Defiance County,8,9084
Ohio,Delaware County,6,34052
Ohio,Erie County,18,20550
Ohio,Fairfield County,20,31843
Ohio,Fayette County,6,6536
Ohio,Franklin County,449,205767
Ohio,Fulton County,7,9768
Ohio,Gallia County,14,7248
Ohio,Geauga County,12,23672
Ohio,Greene County,20,36821
Ohio,Guernsey County,11,10004
Ohio,Hamilton County,297,169087
Ohio,Hancock County,34,16816
Ohio,Hardin County,0,6608
Ohio,Harrison County,0,4297
Ohio,Henry County,5,6575
Ohio,Highland County,0,10469
Ohio,Hocking County,4,7036
Ohio,Holmes County,4,7689
Ohio,Huron County,12,13292
Ohio,Jackson County,4,7195
Ohio,Jefferson County,20,18775
Ohio,Knox County,12,14197
Ohio,Lake County,27,58488
Ohio,Lawrence County,0,14970
Ohio,Licking County,38,36737
Ohio,Logan County,6,11070
Ohio,Lorain County,75,71677
Ohio,Lucas County,251,92861
Ohio,Madison County,13,8744
Ohio,Mahoning County,67,62316
Ohio,Marion County,15,15039
Ohio,Medina County,12,40244
Ohio,Meigs County,0,5978
Ohio,Mercer County,5,9546
Ohio,Miami County,10,25472
Ohio,Monroe County,0,4128
Ohio,Montgomery County,196,124285
Ohio,Morgan County,0,4162
Ohio,Morrow County,3,8133
Ohio,Muskingum County,48,20112
Ohio,Noble County,0,4882
Ohio,Ottawa County,4,12744
Ohio,Paulding County,0,4622
Ohio,Perry County,0,8197
Ohio,Pickaway County,8,11657
Ohio,Pike County,0,6786
Ohio,Portage County,16,34412
Ohio,Preble County,0,9917
Ohio,Putnam County,0,7762
Ohio,Richland County,37,30674
Ohio,Ross County,12,16764
Ohio,Sandusky County,18,14131
Ohio,Scioto County,16,17977
Ohio,Seneca County,9,13111
Ohio,Shelby County,7,10525
Ohio,Stark County,128,94437
Ohio,Summit County,170,126698
Ohio,Trumbull County,42,55450
Ohio,Tuscarawas County,38,23202
Ohio,Union County,7,8714
Ohio,Van Wert County,5,6946
Ohio,Vinton County,0,2934
Ohio,Warren County,57,42520
Ohio,Washington County,11,16090
Ohio,Wayne County,14,26488
Ohio,Williams County,7,9106
Ohio,Wood County,10,25640
Ohio,Wyandot County,5,5467
Oklahoma,Adair County,0,4650
Oklahoma,Alfalfa County,0,1503
Oklahoma,Atoka County,0,3468
Oklahoma,Beaver County,0,1333
Oklahoma,Beckham County,6,4406
Oklahoma,Blaine County,0,2357
Oklahoma,Bryan County,8,10589
Oklahoma,Caddo County,0,6475
Oklahoma,Canadian County,8,23558
Oklahoma,Carter County,13,10584
Oklahoma,Cherokee County,30,10095
Oklahoma,Choctaw County,0,3990
Oklahoma,Cimarron County,0,693
Oklahoma,Cleveland County,77,47856
Oklahoma,Coal County,0,1536
Oklahoma,Comanche County,58,20343
Oklahoma,Cotton County,0,1584
Oklahoma,Craig County,0,3706
Oklahoma,Creek County,0,16589
Oklahoma,Custer County,4,5338
Oklahoma,Delaware County,6,13064
Oklahoma,Dewey County,0,1226
Oklahoma,Ellis County,0,1162
Oklahoma,Garfield County,30,13092
Oklahoma,Garvin County,0,6609
Oklahoma,Grady County,9,11298
Oklahoma,Grant County,0,1263
Oklahoma,Greer County,0,1349
Oklahoma,Harmon County,0,720
Oklahoma,Harper County,0,963
Oklahoma,Haskell County,0,3332
Oklahoma,Hughes County,0,3354
Oklahoma,Jackson County,6,4799
Oklahoma,Jefferson County,0,1681
Oklahoma,Johnston County,0,2703
Oklahoma,Kay County,6,11238
Oklahoma,Kingfisher County,0,3176
Oklahoma,Kiowa County,0,2493
Oklahoma,Latimer County,0,2798
Oklahoma,Le Flore County,4,11673
Oklahoma,Lincoln County,0,8429
Oklahoma,Logan County,0,9257
Oklahoma,Love County,0,2454
Oklahoma,McClain County,0,7891
Oklahoma,McCurtain County,0,7755
Oklahoma,McIntosh County,0,6489
Oklahoma,Major County,0,2064
Oklahoma,Marshall County,0,4545
Oklahoma,Mayes County,0,10002
Oklahoma,Murray County,0,3407
Oklahoma,Muskogee County,24,15273
Oklahoma,Noble County,0,2862
Oklahoma,Nowata County,0,2710
Oklahoma,Okfuskee County,0,2764
Oklahoma,Oklahoma County,300,140665
Oklahoma,Okmulgee County,0,9272
Oklahoma,Osage County,0,11772
Oklahoma,Ottawa County,9,7607
Oklahoma,Pawnee County,0,4188
Oklahoma,Payne County,11,13033
Oklahoma,Pittsburg County,15,11478
Oklahoma,Pontotoc County,12,8264
Oklahoma,Pottawatomie County,14,15322
Oklahoma,Pushmataha County,0,3171
Oklahoma,Roger Mills County,0,894
Oklahoma,Rogers County,6,19479
Oklahoma,Seminole County,0,5943
Oklahoma,Sequoyah County,0,9667
Oklahoma,Stephens County,9,10951
Oklahoma,Texas County,0,3404
Oklahoma,Tillman County,0,1985
Oklahoma,Tulsa County,379,120771
Oklahoma,Wagoner County,6,16229
Oklahoma,Washington County,8,12914
Oklahoma,Washita County,0,2659
Oklahoma,Woods County,0,2000
Oklahoma,Woodward County,6,4043
Oregon,Baker County,2,5273
Oregon,Benton County,12,18413
Oregon,Clackamas County,54,94656
Oregon,Clatsop County,4,10800
Oregon,Columbia County,0,13196
Oregon,Coos County,12,21217
Oregon,Crook County,0,7028
Oregon,Curry County,0,9463
Oregon,Deschutes County,36,45371
Oregon,Douglas County,32,35360
Oregon,Gilliam County,0,674
Oregon,Grant County,0,2694
Oregon,Harney County,2,2275
Oregon,Hood River County,4,4867
Oregon,Jackson County,50,60113
Oregon,Jefferson County,0,5825
Oregon,Josephine County,12,28339
Oregon,Klamath County,0,18095
Oregon,Lake County,0,2505
Oregon,Lane County,67,90330
Oregon,Lincoln County,0,17261
Oregon,Linn County,11,29548
Oregon,Malheur County,8,6727
Oregon,Marion County,68,68700
Oregon,Morrow County,0,2515
Oregon,Multnomah County,165,143926
Oregon,Polk County,0,18539
Oregon,Sherman County,0,536
Oregon,Tillamook County,4,8856
Oregon,Umatilla County,3,15752
Oregon,Union County,4,6683
Oregon,Wallowa County,0,2625
Oregon,Wasco County,17,6940
Oregon,Washington County,85,100693
Oregon,Wheeler County,0,629
Oregon,Yamhill County,11,22508
Pennsylvania,Adams County,8,26312
Pennsylvania,Allegheny County,580,303430
Pennsylvania,Armstrong County,12,18721
Pennsylvania,Beaver County,20,45796
Pennsylvania,Bedford County,4,14259
Pennsylvania,Berks County,71,93051
Pennsylvania,Blair County,50,33231
Pennsylvania,Bradford County,42,16679
Pennsylvania,Bucks County,90,151809
Pennsylvania,Butler County,35,44846
Pennsylvania,Cambria County,30,39200
Pennsylvania,Cameron County,0,1626
Pennsylvania,Carbon County,13,17239
Pennsylvania,Centre County,0,29386
Pennsylvania,Chester County,93,109411
Pennsylvania,Clarion County,7,9831
Pennsylvania,Clearfield County,27,21111
Pennsylvania,Clinton County,10,9199
Pennsylvania,Columbia County,22,16359
Pennsylvania,Crawford County,16,22995
Pennsylvania,Cumberland County,45,58099
Pennsylvania,Dauphin County,142,61034
Pennsylvania,Delaware County,100,123831
Pennsylvania,Elk County,0,8608
Pennsylvania,Erie County,88,63334
Pennsylvania,Fayette County,15,36302
Pennsylvania,Forest County,0,1971
Pennsylvania,Franklin County,24,38030
Pennsylvania,Fulton County,0,3928
Pennsylvania,Greene County,0,9105
Pennsylvania,Huntingdon County,7,11826
Pennsylvania,Indiana County,12,21114
Pennsylvania,Jefferson County,5,11961
Pennsylvania,Juniata County,0,6272
Pennsylvania,Lackawanna County,51,54892
Pennsylvania,Lancaster County,64,122633
Pennsylvania,Lawrence County,18,25000
Pennsylvania,Lebanon County,18,34280
Pennsylvania,Lehigh County,143,80015
Pennsylvania,Luzerne County,71,82489
Pennsylvania,Lycoming County,32,28691
Pennsylvania,McKean County,5,10418
Pennsylvania,Mercer County,45,31083
Pennsylvania,Mifflin County,10,12596
Pennsylvania,Monroe County,44,37614
Pennsylvania,Montgomery County,215,190034
Pennsylvania,Montour County,42,5047
Pennsylvania,Northampton County,64,74273
Pennsylvania,Northumberland County,6,24903
Pennsylvania,Perry County,0,11279
Pennsylvania,Philadelphia County,528,287348
Pennsylvania,Pike County,0,15643
Pennsylvania,Potter County,4,5099
Pennsylvania,Schuylkill County,16,38502
Pennsylvania,Snyder County,0,9628
Pennsylvania,Somerset County,14,21498
Pennsylvania,Sullivan County,0,2237
Pennsylvania,Susquehanna County,4,11975
Pennsylvania,Tioga County,6,11363
Pennsylvania,Union County,12,10058
Pennsylvania,Venango County,8,15253
Pennsylvania,Warren County,6,11948
Pennsylvania,Washington County,50,55472
Pennsylvania,Wayne County,8,15447
Pennsylvania,Westmoreland County,51,103773
Pennsylvania,Wyoming County,6,7271
Pennsylvania,York County,60,99386
Rhode Island,Bristol County,0,12397
Rhode Island,Kent County,15,40477
Rhode Island,Newport County,10,22925
Rhode Island,Providence County,237,128527
Rhode Island,Washington County,17,33367
South Carolina,Abbeville County,6,7042
South Carolina,Aiken County,35,41209
South Carolina,Allendale County,0,2374
South Carolina,Anderson County,40,45832
South Carolina,Bamberg County,0,3897
South Carolina,Barnwell County,0,4999
South Carolina,Beaufort County,24,56939
South Carolina,Berkeley County,0,37127
South Carolina,Calhoun County,0,4258
South Carolina,Charleston County,221,82073
South Carolina,Cherokee County,12,12263
South Carolina,Chester County,6,7881
South Carolina,Chesterfield County,6,10606
South Carolina,Clarendon County,6,10223
South Carolina,Colleton County,8,9996
South Carolina,Darlington County,12,16204
South Carolina,Dillon County,6,6605
South Carolina,Dorchester County,0,28002
South Carolina,Edgefield County,0,6610
South Carolina,Fairfield County,0,6384
South Carolina,Florence County,98,30487
South Carolina,Georgetown County,10,20484
South Carolina,Greenville County,137,100264
South Carolina,Greenwood County,30,16269
South Carolina,Hampton County,6,4776
South Carolina,Horry County,100,90290
South Carolina,Jasper County,4,6289
South Carolina,Kershaw County,10,15574
South Carolina,Lancaster County,20,22468
South Carolina,Laurens County,8,16065
South Carolina,Lee County,0,4150
South Carolina,Lexington County,55,59280
South Carolina,McCormick County,0,3905
South Carolina,Marion County,10,8483
South Carolina,Marlboro County,0,6373
South Carolina,Newberry County,7,9371
South Carolina,Oconee County,12,22702
South Carolina,Orangeburg County,20,22393
South Carolina,Pickens County,15,25531
South Carolina,Richland County,211,68651
South Carolina,Saluda County,0,4901
South Carolina,Spartanburg County,39,63159
South Carolina,Sumter County,17,22798
South Carolina,Union County,6,7465
South Carolina,Williamsburg County,4,8243
South Carolina,York County,24,48997
South Dakota,Aurora County,0,732
South Dakota,Beadle County,6,4501
South Dakota,Bennett County,0,601
South Dakota,Bon Homme County,0,1925
South Dakota,Brookings County,0,5479
South Dakota,Brown County,10,8651
South Dakota,Brule County,0,1351
South Dakota,Buffalo County,0,240
South Dakota,Butte County,0,2751
South Dakota,Campbell County,0,487
South Dakota,Charles Mix County,0,2183
South Dakota,Clark County,0,1071
South Dakota,Clay County,0,2187
South Dakota,Codington County,8,6325
South Dakota,Corson County,0,665
South Dakota,Custer County,0,3144
South Dakota,Davison County,8,4889
South Dakota,Day County,0,1761
South Dakota,Deuel County,0,1232
South Dakota,Dewey County,0,776
South Dakota,Douglas County,0,884
South Dakota,Edmunds County,0,1113
South Dakota,Fall River County,0,2370
South Dakota,Faulk County,0,716
South Dakota,Grant County,0,2044
South Dakota,Gregory County,0,1353
South Dakota,Haakon County,0,605
South Dakota,Hamlin County,0,1301
South Dakota,Hand County,0,1048
South Dakota,Hanson County,0,758
South Dakota,Harding County,0,338
South Dakota,Hughes County,6,4017
South Dakota,Hutchinson County,0,2187
South Dakota,Hyde County,0,424
South Dakota,Jackson County,0,660
South Dakota,Jerauld County,0,670
South Dakota,Jones County,0,252
South Dakota,Kingsbury County,0,1532
South Dakota,Lake County,0,3478
South Dakota,Lawrence County,5,6595
South Dakota,Lincoln County,0,8390
South Dakota,Lyman County,0,850
South Dakota,McCook County,0,1423
South Dakota,McPherson County,0,820
South Dakota,Marshall County,0,1287
South Dakota,Meade County,3,5515
South Dakota,Mellette County,0,457
South Dakota,Miner County,0,606
South Dakota,Minnehaha County,54,32585
South Dakota,Moody County,0,1527
South Dakota,Oglala Lakota County,0,1355
South Dakota,Pennington County,38,24271
South Dakota,Perkins County,0,874
South Dakota,Potter County,0,860
South Dakota,Roberts County,0,2568
South Dakota,Sanborn County,0,686
South Dakota,Spink County,0,1753
South Dakota,Stanley County,0,852
South Dakota,Sully County,0,375
South Dakota,Todd County,0,1102
South Dakota,Tripp County,0,1628
South Dakota,Turner County,0,2273
South Dakota,Union County,0,3448
South Dakota,Walworth County,4,1683
South Dakota,Yankton County,10,5565
South Dakota,Ziebach County,0,347
Tennessee,Anderson County,25,19563
Tennessee,Bedford County,8,9596
Tennessee,Benton County,0,4936
Tennessee,Bledsoe County,0,3372
Tennessee,Blount County,16,32770
Tennessee,Bradley County,27,22968
Tennessee,Campbell County,10,10474
Tennessee,Cannon County,0,3426
Tennessee,Carroll County,6,7284
Tennessee,Carter County,8,15434
Tennessee,Cheatham County,0,7818
Tennessee,Chester County,0,3805
Tennessee,Claiborne County,5,8189
Tennessee,Clay County,0,2417
Tennessee,Cocke County,5,9766
Tennessee,Coffee County,14,12449
Tennessee,Crockett County,0,3458
Tennessee,Cumberland County,12,21229
Tennessee,Davidson County,614,113356
Tennessee,Decatur County,0,3532
Tennessee,DeKalb County,4,4748
Tennessee,Dickson County,6,10824
Tennessee,Dyer County,10,8344
Tennessee,Fayette County,0,10782
Tennessee,Fentress County,0,5028
Tennessee,Franklin County,10,10550
Tennessee,Gibson County,3,11692
